Geneid	Symbol	Young_GElaS
ENSMUSG00000022051.16	Bnip3l	0.690076108117318
ENSMUSG00000029446.15	Psph	3.55432796299006
ENSMUSG00000020459.15	Mtif2	0.768519997195341
ENSMUSG00000035575.12	Utp6	1.09809831505758
ENSMUSG00000047822.9	Angptl8	6.46612632213281
ENSMUSG00000030298.11	Sec13	1.4648550451102
ENSMUSG00000001642.19	Akr1b3	1.23625641342581
ENSMUSG00000025930.7	Msc	1.55890756133019
ENSMUSG00000020614.14	Fam20a	1.12020819383634
ENSMUSG00000020097.15	Sgpl1	1.02035926459303
ENSMUSG00000029575.18	Mmab	1.10227145765443
ENSMUSG00000035443.11	Thyn1	1.56407894346397
ENSMUSG00000031936.10	Hephl1	3.87140300674028
ENSMUSG00000012422.15	Tmem167	0.968828010150593
ENSMUSG00000032294.18	Pkm	2.32663773396549
ENSMUSG00000002741.10	Ykt6	1.14570410106306
ENSMUSG00000029438.10	Bcl7a	1.44589052365332
ENSMUSG00000006301.18	Tmbim1	1.31532005845662
ENSMUSG00000042726.15	Trafd1	2.27585650492298
ENSMUSG00000036613.9	Eipr1	1.23095866287722
ENSMUSG00000020034.8	Tcp11l2	2.11188706141472
ENSMUSG00000020464.16	Pnpt1	1.28965059234363
ENSMUSG00000021371.6	Mcur1	1.22746307042931
ENSMUSG00000022351.15	Sqle	3.81920498982036
ENSMUSG00000018740.15	Slc25a35	4.68340766893728
ENSMUSG00000020788.16	Atp2a3	1.23017817128231
ENSMUSG00000028252.21	Ccnc	0.904865733270585
ENSMUSG00000040521.12	Tsfm	1.05054674632444
ENSMUSG00000049313.9	Sorl1	4.66265995204406
ENSMUSG00000021069.18	Pygl	2.50491366591055
ENSMUSG00000070476.11	Fam217b	2.8085784377829
ENSMUSG00000026626.12	Ppp2r5a	2.81424281222866
ENSMUSG00000051596.16	Otop1	3.87964200386449
ENSMUSG00000033102.16	Cdc14b	1.67550253302249
ENSMUSG00000038429.11	Usp5	1.14065971325128
ENSMUSG00000032245.13	Cln6	1.29241261216625
ENSMUSG00000025950.17	Idh1	1.9943944260174
ENSMUSG00000023885.10	Thbs2	1.73737194753964
ENSMUSG00000028976.11	Slc2a5	7.59933229863301
ENSMUSG00000028960.21	Ube4b	1.19263254523208
ENSMUSG00000022546.6	Gpt	3.03730279118003
ENSMUSG00000038412.9	Higd1a	2.10773754996508
ENSMUSG00000033720.13	Sfxn5	2.08382470569631
ENSMUSG00000058454.16	Dhcr7	3.20665055808247
ENSMUSG00000029778.13	Adcyap1r1	1.05536088635229
ENSMUSG00000057137.10	Tmem140	2.81221199880285
ENSMUSG00000002265.18	Peg3	6.63861113695003
ENSMUSG00000020937.15	Plcd3	1.07703585390776
ENSMUSG00000053411.17	Cbx7	1.5768951377854
ENSMUSG00000024087.5	Cyp1b1	2.84065105683845
ENSMUSG00000001175.17	Calm1	0.810221532075609
ENSMUSG00000041220.11	Elovl6	5.99948850620466
ENSMUSG00000038217.14	Tlcd2	1.48089294037382
ENSMUSG00000081058.6	H3c15	2.09949202577486
ENSMUSG00000028088.15	Fmo5	1.47587674173262
ENSMUSG00000063253.12	Scoc	0.720623985605445
ENSMUSG00000050549.9	Fam241a	3.30329555000207
ENSMUSG00000028906.18	Epb41	1.03205225285628
ENSMUSG00000001467.6	Cyp51	2.99826489645052
ENSMUSG00000019864.15	Rtn4ip1	1.15925164213976
ENSMUSG00000021144.15	Mta1	0.547441229772339
ENSMUSG00000048355.3	Arxes1	0.0568203867468598
ENSMUSG00000035960.15	Apex1	2.15046292924634
ENSMUSG00000034853.17	Acot11	4.17935663033797
ENSMUSG00000021903.12	Galnt15	2.35851189266605
ENSMUSG00000025759.12	Mfsd8	1.0217600485958
ENSMUSG00000032754.15	Slc8b1	2.45728957091727
ENSMUSG00000030421.10	Uri1	0.87298548258663
ENSMUSG00000025939.20	Ube2w	0.693777479833455
ENSMUSG00000024713.17	Pcsk5	1.34260619528913
ENSMUSG00000048503.8	Tlcd5	1.83831731776751
ENSMUSG00000027429.17	Sec23b	1.0809870036806
ENSMUSG00000001576.16	Ergic1	2.24345212433312
ENSMUSG00000073700.4	Klhl21	2.23360665635387
ENSMUSG00000029093.15	Sorcs2	3.17147945029165
ENSMUSG00000028423.16	Nfx1	0.659869201559432
ENSMUSG00000058833.12	Rex1bd	2.34363097024931
ENSMUSG00000028671.17	Gale	2.33776317906871
ENSMUSG00000021094.11	Dhrs7	2.88377068261295
ENSMUSG00000049999.5	Ppp1r3d	2.50249023131483
ENSMUSG00000032594.12	Ip6k1	0.716736864512138
ENSMUSG00000035311.17	Gnptab	1.809701907109
ENSMUSG00000005674.10	Tomm40l	1.72186864543069
ENSMUSG00000052392.6	Acot4	1.25630943401056
ENSMUSG00000014551.9	Mrps25	0.617937755840551
ENSMUSG00000005299.7	Letm1	1.55980863826321
ENSMUSG00000028211.12	Trp53inp1	3.67565845921056
ENSMUSG00000027465.14	Tbc1d20	0.560603872246811
ENSMUSG00000031422.17	Morf4l2	1.10799345682311
ENSMUSG00000027365.15	Trpm7	0.819021026838623
ENSMUSG00000032850.17	Rnft2	0.770587518635023
ENSMUSG00000035967.16	Ints6l	1.29490173751685
ENSMUSG00000020532.19	Acaca	3.85511149026161
ENSMUSG00000022489.7	Pde1b	1.45563243155794
ENSMUSG00000031298.16	Adgrg2	2.02215715924258
ENSMUSG00000006818.6	Sod2	1.53152787588381
ENSMUSG00000053774.10	Ubxn7	0.990380297301783
ENSMUSG00000025437.16	Usp33	0.130089750699729
ENSMUSG00000022391.17	Rangap1	1.34844783295976
ENSMUSG00000039100.11	Marchf6	1.06190166585975
ENSMUSG00000036104.13	Rab3gap1	1.07802157294322
ENSMUSG00000042041.8	2010003K11Rik	4.09354375996859
ENSMUSG00000025702.16	Marchf8	0.980705266996181
ENSMUSG00000027710.15	Acad9	0.933600845620997
ENSMUSG00000072825.12	Cep170b	1.0946512466527
ENSMUSG00000039879.10	Heca	0.872138992523866
ENSMUSG00000022231.11	Sema5a	1.24788376926603
ENSMUSG00000057715.14	A830018L16Rik	2.57809331472598
ENSMUSG00000006699.18	Cdc42	0.523144498876603
ENSMUSG00000023963.11	Cyp39a1	0.330821531368134
ENSMUSG00000026500.7	Cox20	1.13164968795049
ENSMUSG00000038422.3	Hdhd3	2.76286280119933
ENSMUSG00000026005.16	Rpe	1.51454068941823
ENSMUSG00000059278.10	Naa38	0.74961046528529
ENSMUSG00000021748.10	Pdhb	3.41969060089017
ENSMUSG00000027080.7	Med19	1.40935891701825
ENSMUSG00000021843.18	Ktn1	1.19495998183436
ENSMUSG00000074918.5	Inafm2	1.97873342966999
ENSMUSG00000021252.12	Erg28	0.969675455081451
ENSMUSG00000025137.16	Pcyt2	2.21008907121426
ENSMUSG00000032898.10	Fbxo21	3.22951210282695
ENSMUSG00000039195.5	1110008P14Rik	1.65244971758212
ENSMUSG00000063524.14	Eno1	3.21371470051167
ENSMUSG00000075415.14	Fnbp1	1.21100982580766
ENSMUSG00000030161.9	Gabarapl1	1.65677623790685
ENSMUSG00000034614.15	Pik3ip1	1.56673610210551
ENSMUSG00000027187.11	Cat	1.25142372594353
ENSMUSG00000020538.16	Srebf1	2.85571737316809
ENSMUSG00000038446.9	Cdc40	1.48086198152165
ENSMUSG00000010721.16	Lmbr1	1.14022785869421
ENSMUSG00000032577.17	Mapkapk3	2.56715007495156
ENSMUSG00000051391.10	Ywhag	1.67988707439567
ENSMUSG00000005952.16	Trpv1	1.53754689069824
ENSMUSG00000031095.16	Cul4b	1.10127636794924
ENSMUSG00000030652.12	Coq7	1.0845546559259
ENSMUSG00000038175.11	Mylip	0.414252660750777
ENSMUSG00000032376.13	Usp3	1.14698384304583
ENSMUSG00000058446.15	Znrf2	0.988274474001804
ENSMUSG00000032018.15	Sc5d	3.79711003217417
ENSMUSG00000031841.20	Cdh13	0.920976487069675
ENSMUSG00000032459.10	Mrps22	1.69442837373027
ENSMUSG00000050043.17	Tmx2	1.5196488535843
ENSMUSG00000025903.15	Lypla1	0.371428660315294
ENSMUSG00000015980.15	Lrrc27	0.831779581015105
ENSMUSG00000006782.17	Cnp	0.392440059365833
ENSMUSG00000041801.6	Phlda3	3.79930980860065
ENSMUSG00000070730.12	Rmdn3	1.3619326173174
ENSMUSG00000023019.13	Gpd1	2.97217482459967
ENSMUSG00000020654.16	Adcy3	0.201633671505666
ENSMUSG00000015016.9	Acsf3	0.797531695445482
ENSMUSG00000038240.14	Pdss2	0.915949313030013
ENSMUSG00000037661.15	Gpr160	1.08790004580298
ENSMUSG00000026281.16	Dtymk	0.598664077368498
ENSMUSG00000042851.18	Zc3h6	2.34253190746249
ENSMUSG00000025728.17	Pigq	0.369570222738268
ENSMUSG00000011752.8	Pgam1	1.33719991165789
ENSMUSG00000045620.8	Odf3l1	2.86268418611593
ENSMUSG00000025408.16	Ddit3	1.4136557041768
ENSMUSG00000022548.15	Apod	1.07093627492712
ENSMUSG00000072676.13	Tmem254a	1.57463139219646
ENSMUSG00000030096.9	Slc6a6	0.0118431452054607
ENSMUSG00000072949.7	Acot1	0.650542743981418
ENSMUSG00000026914.16	Psmd14	1.14178727074182
ENSMUSG00000032309.16	Fbxo22	1.1629575693087
ENSMUSG00000090935.11	Synj2bp	0.612141626600733
ENSMUSG00000078429.10	Ctdsp2	1.10605839510443
ENSMUSG00000010914.11	Pdhx	1.68303475959671
ENSMUSG00000001420.14	Tmem79	3.92147890101573
ENSMUSG00000045730.5	Adrb2	4.18569180856881
ENSMUSG00000033159.15	Cnppd1	1.21987808159457
ENSMUSG00000042359.19	Osbpl6	1.63942421382521
ENSMUSG00000040272.15	Accs	1.14976966274088
ENSMUSG00000023004.9	Tuba1b	2.35144509201789
ENSMUSG00000039988.15	Ankrd13c	0.70968125992177
ENSMUSG00000021732.15	Fgf10	0.610857764820454
ENSMUSG00000029094.13	Afap1	1.63923760474095
ENSMUSG00000024993.16	Dennd10	0.420830334082288
ENSMUSG00000005533.11	Igf1r	1.05723509276362
ENSMUSG00000064289.16	Tank	1.33779406641549
ENSMUSG00000052934.15	Fbxo31	4.09047501931429
ENSMUSG00000031628.10	Casp3	2.00483551770114
ENSMUSG00000049971.18	Glt1d1	3.50961241264846
ENSMUSG00000064294.13	Aox3	1.47383477557405
ENSMUSG00000027314.7	Dll4	1.79835134514741
ENSMUSG00000022035.7	Ccdc25	0.818707757222849
ENSMUSG00000020836.16	Coro6	1.38016292301539
ENSMUSG00000021361.8	Tmem14c	1.05704925832749
ENSMUSG00000002343.12	Armc6	1.47975525730746
ENSMUSG00000050530.15	Fam171a1	0.712794881143388
ENSMUSG00000024855.11	Pacs1	0.742637928950259
ENSMUSG00000027782.11	Kpna4	1.2090522107228
ENSMUSG00000028647.14	Mycbp	1.05074019406213
ENSMUSG00000058704.10	Memo1	1.36953687642438
ENSMUSG00000031960.15	Aars	1.08236232327695
ENSMUSG00000024481.6	Lvrn	2.21869362414087
ENSMUSG00000018900.8	Slc22a5	1.8248186339583
ENSMUSG00000112129.2	Pbld1	1.63517500482957
ENSMUSG00000056133.6	Unc93a2	4.08436491622031
ENSMUSG00000041115.17	Iqsec2	0.608942263570535
ENSMUSG00000026032.9	Ndufb3	0.847315232663314
ENSMUSG00000012428.10	Steap4	1.79401347838919
ENSMUSG00000062075.14	Lmnb2	1.36637509357241
ENSMUSG00000027589.15	Pcmtd2	1.03222226567593
ENSMUSG00000057363.13	Uxs1	0.77619792541371
ENSMUSG00000034424.6	Gcsh	0.939517683138727
ENSMUSG00000030313.16	Dennd5b	1.29036622912538
ENSMUSG00000001105.16	Ift20	1.08026253643564
ENSMUSG00000031708.18	Tecr	1.26943905675912
ENSMUSG00000079355.6	Ackr4	1.16155201825906
ENSMUSG00000078861.9	Zfp931	1.61358858104578
ENSMUSG00000027074.15	Slc43a3	0.986945225841621
ENSMUSG00000020744.14	Slc25a19	2.25482046999784
ENSMUSG00000026617.17	Bpnt1	1.68517801438883
ENSMUSG00000052833.10	Sae1	0.692812892687966
ENSMUSG00000024082.6	Ndufaf7	0.904622720833701
ENSMUSG00000026471.15	Mr1	1.1595696546232
ENSMUSG00000054484.15	Tmem62	1.07693877331747
ENSMUSG00000026109.15	Tmeff2	0.9425375668451
ENSMUSG00000041939.15	Mvk	1.59345390365543
ENSMUSG00000024683.7	Mrpl16	1.4574520432372
ENSMUSG00000040688.17	Tbl3	1.12703031255144
ENSMUSG00000028800.16	Hdac1	1.02200663319876
ENSMUSG00000025203.7	Scd2	6.25830078890123
ENSMUSG00000030615.13	Tmem126a	1.5827160553798
ENSMUSG00000001416.14	Cct3	1.25184631527183
ENSMUSG00000027947.12	Il6ra	2.98736225462694
ENSMUSG00000028737.16	Aldh4a1	1.56897436179354
ENSMUSG00000020361.14	Hspa4	0.984762063895244
ENSMUSG00000091896.9	Ube2d2a	0.713054965005371
ENSMUSG00000030590.16	Fam98c	0.959620893516511
ENSMUSG00000025736.16	Jmjd8	0.986580459557849
ENSMUSG00000038393.15	Txnip	3.44052778005505
ENSMUSG00000047246.8	H2bc6	0.398241455799688
ENSMUSG00000019863.8	Qrsl1	1.6896692913025
ENSMUSG00000032126.17	Hmbs	1.46839443715886
ENSMUSG00000033902.13	Mapkbp1	1.60823215265335
ENSMUSG00000032417.11	Rwdd2a	1.11575925899161
ENSMUSG00000002083.14	Bbc3	1.09438766145116
ENSMUSG00000020023.19	Tmcc3	1.88641534154397
ENSMUSG00000033405.5	Nudt15	1.67127847427303
ENSMUSG00000032252.15	Glce	0.34525429858816
ENSMUSG00000021482.11	Prxl2c	0.651869137677203
ENSMUSG00000060429.13	Sntb1	1.47282034357219
ENSMUSG00000074781.6	Ube2n	0.546694271982163
ENSMUSG00000019437.18	Tlcd1	0.760288336896291
ENSMUSG00000096188.2	Cmtm4	0.980987809263218
ENSMUSG00000040158.13	Tax1bp3	0.995331333632951
ENSMUSG00000026048.17	Ercc5	0.776005329410869
ENSMUSG00000075486.11	Commd6	0.528158888813886
ENSMUSG00000061143.16	Maml3	0.580064616602471
ENSMUSG00000000355.14	Mcts1	0.422540098448396
ENSMUSG00000000628.11	Hk2	2.31857709942858
ENSMUSG00000046985.12	Tapt1	1.8995577479092
ENSMUSG00000021376.12	Tpmt	0.808332142736301
ENSMUSG00000054434.15	Tmem120b	2.21659911533037
ENSMUSG00000023977.16	Ubr2	0.967043551077467
ENSMUSG00000034973.17	Dop1a	1.48648462540773
ENSMUSG00000036323.15	Srp72	0.25202884024798
ENSMUSG00000027884.17	Clcc1	0.869774319546748
ENSMUSG00000029311.17	Hsd17b11	1.26754001364199
ENSMUSG00000031245.9	Hmgn5	0.920704233093247
ENSMUSG00000025170.14	Rab40b	1.91949094832605
ENSMUSG00000053470.14	Kdm3a	1.21742839141409
ENSMUSG00000078566.9	Bnip3	2.02029498871699
ENSMUSG00000035121.7	Neil2	1.81013814932579
ENSMUSG00000021047.8	Nova1	1.17261548547462
ENSMUSG00000063802.6	Hspbp1	1.24383214676931
ENSMUSG00000032536.13	Trak1	0.961656219782285
ENSMUSG00000030538.16	Cib1	0.855237981236376
ENSMUSG00000019873.9	Reep3	0.368573393992444
ENSMUSG00000050737.14	Ptges	3.0836310833777
ENSMUSG00000009013.6	Dynll1	1.56676625476733
ENSMUSG00000090112.9	Shprh	1.05881275669725
ENSMUSG00000004849.15	Ap1s1	0.622118870066391
ENSMUSG00000038489.9	Polr2l	1.48370651610812
ENSMUSG00000095789.7	Nupr1l	2.51439419839229
ENSMUSG00000021711.18	Trappc13	0.872395406499135
ENSMUSG00000033793.13	Atp6v1h	0.603739764099195
ENSMUSG00000073758.11	Sh3d21	1.62983289546284
ENSMUSG00000056413.17	Adap1	3.01677627213494
ENSMUSG00000025876.16	Unc5a	2.13746825206005
ENSMUSG00000026926.15	Pmpca	0.559738189657292
ENSMUSG00000045294.12	Insig1	1.41519717337726
ENSMUSG00000020180.11	Snrpd3	1.45560889728983
ENSMUSG00000038456.10	Dennd2a	1.0451434979891
ENSMUSG00000029101.17	Rgs12	0.491444956143085
ENSMUSG00000038965.18	Ube2l3	0.561533901257076
ENSMUSG00000021186.10	Fbln5	0.961863040669474
ENSMUSG00000067201.12	H2-M9	1.20012900608742
ENSMUSG00000042599.9	Kdm7a	1.51603867946193
ENSMUSG00000038967.14	Pdk2	1.54632059230814
ENSMUSG00000040242.15	Fgfr1op2	0.723816440272839
ENSMUSG00000030498.16	Gas2	0.645264373696387
ENSMUSG00000056629.17	Fkbp2	0.297382798665577
ENSMUSG00000048495.17	Tyw5	0.465685007739673
ENSMUSG00000030562.18	Nox4	2.46786385397382
ENSMUSG00000037085.9	Trmt12	1.15935172612643
ENSMUSG00000024899.8	Papss2	0.954054083307819
ENSMUSG00000075700.11	Selenot	0.753478257858742
ENSMUSG00000059834.13	Sclt1	0.929240130656493
ENSMUSG00000029426.9	Scarb2	0.276051737595898
ENSMUSG00000048707.10	Tprn	1.00525238418499
ENSMUSG00000025648.19	Pfkfb4	2.0147832058287
ENSMUSG00000038260.11	Trpm4	0.353418846366743
ENSMUSG00000049115.16	Agtr1a	1.20484535498889
ENSMUSG00000032231.15	Anxa2	0.425765065334419
ENSMUSG00000025817.13	Nudt5	1.48246460227453
ENSMUSG00000024479.4	Mal2	1.83860976391101
ENSMUSG00000037440.9	Vnn1	1.99864636989862
ENSMUSG00000070699.6	Sars2	1.63333095023657
ENSMUSG00000037697.20	Ddhd1	1.22059980934247
ENSMUSG00000027349.6	Fam98b	0.465295996545466
ENSMUSG00000042705.10	Commd10	0.263878809176665
ENSMUSG00000021930.15	Spryd7	0.460617957756561
ENSMUSG00000024194.17	Cuta	0.874501608687556
ENSMUSG00000024743.17	Syt7	0.81853746034678
ENSMUSG00000021811.8	Dnajc9	0.306311711689372
ENSMUSG00000034880.8	Mrpl34	1.51803386718232
ENSMUSG00000058297.17	Spock2	1.19532324689883
ENSMUSG00000031781.15	Ciapin1	1.16307699247819
ENSMUSG00000030986.14	Dhx32	2.05645510010149
ENSMUSG00000025510.15	Cd151	0.60805508344436
ENSMUSG00000024395.10	Lims2	1.12104201482639
ENSMUSG00000027001.11	Dusp19	0.386107892190082
ENSMUSG00000051950.11	B3glct	1.42704853921152
ENSMUSG00000036833.17	Pnpla7	2.99143466144346
ENSMUSG00000022314.11	Rad21	0.970535924607773
ENSMUSG00000006527.17	Sfmbt1	0.454323808465765
ENSMUSG00000026827.13	Gpd2	3.11200994241894
ENSMUSG00000000326.14	Comt	2.35956548812975
ENSMUSG00000028085.13	Gatb	0.466892293302721
ENSMUSG00000033308.17	Dpyd	0.240253053923771
ENSMUSG00000028179.13	Cth	1.12949840394857
ENSMUSG00000017715.12	Pgs1	0.799196416121561
ENSMUSG00000034981.10	Parm1	4.25692351194478
ENSMUSG00000030061.17	Uba3	0.715319900998103
ENSMUSG00000017309.12	Cd300lg	1.35556646794287
ENSMUSG00000028062.16	Lamtor2	0.314062338748682
ENSMUSG00000029701.16	Rbm28	1.94592219795008
ENSMUSG00000036528.17	Ppfibp2	1.04064037919764
ENSMUSG00000052419.8	2610001J05Rik	0.909374574223609
ENSMUSG00000036639.13	Nudt1	0.571787619221627
ENSMUSG00000024824.8	Rad9a	1.13512717460126
ENSMUSG00000042608.16	Stk40	1.09889944891711
ENSMUSG00000047181.13	Samd14	0.438444334612165
ENSMUSG00000047528.14	Flacc1	0.143503863617099
ENSMUSG00000049624.15	Slc17a5	1.17905527776648
ENSMUSG00000042148.9	Cox10	1.14448271478201
ENSMUSG00000048489.13	Depp1	4.5544535638535
ENSMUSG00000020263.15	Appl2	1.37980758903497
ENSMUSG00000050730.18	Arhgap42	1.02673859577091
ENSMUSG00000070427.5	Il18bp	0.414256406833445
ENSMUSG00000027709.10	Mccc1	0.761433256372873
ENSMUSG00000022724.16	Riox2	0.834774062850034
ENSMUSG00000032757.7	Bet1	0.277477303756077
ENSMUSG00000005362.15	Crbn	0.647941514444467
ENSMUSG00000005683.9	Cs	1.34765814229434
ENSMUSG00000020905.12	Usp43	0.77925757383054
ENSMUSG00000042675.16	Ypel3	1.73734252539509
ENSMUSG00000066894.15	Vsig10	0.762401238473291
ENSMUSG00000032112.11	Trappc4	1.40047540196787
ENSMUSG00000031232.18	Magt1	0.580707481937136
ENSMUSG00000032271.14	Nnmt	1.11328201028044
ENSMUSG00000024529.15	Lox	1.50454566984598
ENSMUSG00000041775.8	Mapk1ip1	1.5616126058761
ENSMUSG00000029547.11	Ints1	0.812649215161337
ENSMUSG00000041040.13	Fam117b	1.34840858120091
ENSMUSG00000060206.12	Zfp462	0.237041693115094
ENSMUSG00000019278.6	Dpep1	1.04011025275043
ENSMUSG00000006095.13	Tbcb	0.337630655481629
ENSMUSG00000027014.15	Cwc22	0.814550727440613
ENSMUSG00000026104.15	Stat1	1.09953543499958
ENSMUSG00000021012.17	Zc3h14	0.375967009403036
ENSMUSG00000042426.7	Dhx29	0.883321901831333
ENSMUSG00000055900.15	Tmem69	0.842091395606609
ENSMUSG00000026374.15	Tsn	0.603922156788569
ENSMUSG00000027875.13	Hmgcs2	2.10307773344047
ENSMUSG00000038213.8	Tapbpl	1.1831341013096
ENSMUSG00000060733.14	Ipmk	0.708955931892787
ENSMUSG00000079317.11	Trappc2	1.098985151358
ENSMUSG00000022774.14	Ncbp2	0.759590829854515
ENSMUSG00000039065.12	Atpsckmt	0.776004395639751
ENSMUSG00000022265.8	Ank	1.4814906650381
ENSMUSG00000028399.19	Ptprd	0.920285070663516
ENSMUSG00000029462.19	Vps29	0.19151873668746
ENSMUSG00000040209.13	Zfp704	0.962466115160183
ENSMUSG00000032193.10	Ldlr	3.75028375513357
ENSMUSG00000032579.15	Hemk1	0.662517551642293
ENSMUSG00000015461.16	Atf6b	0.760049454230454
ENSMUSG00000035834.12	Polr3g	1.51268282246881
ENSMUSG00000027384.7	Ndufaf5	0.917512492269108
ENSMUSG00000029073.10	Cptp	1.10239204342297
ENSMUSG00000026930.16	Gpsm1	0.561948343096859
ENSMUSG00000063888.8	Rpl7l1	1.04097859505922
ENSMUSG00000064225.7	Paqr9	4.32309519958766
ENSMUSG00000022452.17	Smdt1	0.443641761862873
ENSMUSG00000019837.9	Gtf3c6	0.853104762843502
ENSMUSG00000051319.7	Mtln	0.63392881400457
ENSMUSG00000038332.14	Sesn1	1.50123999613021
ENSMUSG00000066880.16	Zfp617	0.421703313701158
ENSMUSG00000066613.15	Zfp932	0.224800789685288
ENSMUSG00000004947.16	Dtx2	0.816496404610452
ENSMUSG00000035936.7	Aldh5a1	1.3321828336186
ENSMUSG00000005374.14	Tbl2	1.3761254555181
ENSMUSG00000040584.9	Abcb1a	0.344209280152362
ENSMUSG00000026796.17	Niban2	2.74976276729598
ENSMUSG00000021048.8	Mthfd1	0.989405934409618
ENSMUSG00000021716.15	Srek1ip1	1.16479171698325
ENSMUSG00000036561.10	Ppp6r2	0.70544723960582
ENSMUSG00000003378.10	Grik5	1.33345946223603
ENSMUSG00000030104.10	Edem1	0.447300026642194
ENSMUSG00000040990.18	Sh3kbp1	0.719929972766023
ENSMUSG00000052942.14	Glis3	1.56697719717609
ENSMUSG00000030342.9	Cd9	0.563001162315892
ENSMUSG00000029649.11	Pomp	0.487211928919588
ENSMUSG00000050668.11	Gpatch11	0.872178259633237
ENSMUSG00000029430.14	Ran	1.48185767927833
ENSMUSG00000021951.8	Eef1akmt1	1.5409083154483
ENSMUSG00000026484.14	Rnf2	0.983457820515006
ENSMUSG00000009569.15	Mrtfb	0.420988670732544
ENSMUSG00000038628.9	Polr3k	0.567084449480252
ENSMUSG00000018102.6	H2bc4	1.10805155218136
ENSMUSG00000053604.6	Rpia	1.62057269040457
ENSMUSG00000002266.18	Zim1	6.40937782880612
ENSMUSG00000022577.18	Ly6h	0.241478528868433
ENSMUSG00000031347.13	Cetn2	0.491922837623637
ENSMUSG00000027599.10	Armc1	0.706528374691355
ENSMUSG00000016933.18	Plcg1	0.631356749377412
ENSMUSG00000090150.11	Acad11	1.50317640388658
ENSMUSG00000023249.16	Parp3	0.62850808509901
ENSMUSG00000018983.10	E2f2	3.02882795473028
ENSMUSG00000036578.8	Fxyd7	3.02490529479534
ENSMUSG00000109865.2	Hspa14	0.662203757403154
ENSMUSG00000009035.16	Tmem184b	1.58049210193059
ENSMUSG00000073131.13	Vma21	0.423748380532223
ENSMUSG00000028932.9	Psmc2	0.894755692924351
ENSMUSG00000057388.10	Mrpl18	1.54481655920272
ENSMUSG00000018848.5	Rars	0.79666971977171
ENSMUSG00000001524.15	Gtf2h4	0.740148474673451
ENSMUSG00000037656.10	Slc20a2	0.996470214208976
ENSMUSG00000041794.14	Myrip	1.95968139338427
ENSMUSG00000041592.17	Sdk2	2.21186528010611
ENSMUSG00000021340.14	Gpld1	0.445979478464496
