Geneid	Symbol	Aged_GElaS
ENSMUSG00000025104.14	Hdgfl3	0.772654882548037
ENSMUSG00000039879.10	Heca	0.503393711077959
ENSMUSG00000064294.13	Aox3	0.925042775017122
ENSMUSG00000026048.17	Ercc5	0.538272843326053
ENSMUSG00000002326.7	Gmpr2	0.681590867334662
ENSMUSG00000006442.11	Srm	0.906205704074208
ENSMUSG00000050103.19	Agmo	1.00380489602495
ENSMUSG00000006301.18	Tmbim1	0.279660170256996
ENSMUSG00000033159.15	Cnppd1	0.393752428606657
ENSMUSG00000029438.10	Bcl7a	0.84926608703567
ENSMUSG00000020128.16	Vps54	0.524388606060879
ENSMUSG00000025224.17	Gbf1	0.475906752129648
ENSMUSG00000052392.6	Acot4	2.14030382140442
ENSMUSG00000020836.16	Coro6	1.75424424462019
ENSMUSG00000021371.6	Mcur1	0.881254830588665
ENSMUSG00000001175.17	Calm1	0.658698008142644
ENSMUSG00000074771.11	Ankef1	0.71582535727226
ENSMUSG00000023019.13	Gpd1	1.59352270299465
ENSMUSG00000022546.6	Gpt	0.943182241291909
ENSMUSG00000028274.18	Rngtt	0.230151263728294
ENSMUSG00000030062.8	Rpn1	0.886796939085012
ENSMUSG00000026172.13	Bcs1l	0.773003854648957
ENSMUSG00000031232.18	Magt1	0.472885186233814
ENSMUSG00000012428.10	Steap4	2.12976933952072
ENSMUSG00000037366.15	Pafah2	0.699920751684978
ENSMUSG00000058655.10	Eif4b	0.532638631058235
ENSMUSG00000015461.16	Atf6b	0.557246748154816
ENSMUSG00000015837.16	Sqstm1	0.226044119692108
ENSMUSG00000029311.17	Hsd17b11	0.795614677536458
ENSMUSG00000028960.21	Ube4b	0.681082124188946
ENSMUSG00000028826.15	Maco1	0.177391237584147
ENSMUSG00000027327.17	1700037H04Rik	1.18437166108774
ENSMUSG00000030161.9	Gabarapl1	0.32214078516009
ENSMUSG00000001642.19	Akr1b3	0.631080727807799
ENSMUSG00000063802.6	Hspbp1	0.824912432071617
ENSMUSG00000025269.17	Apex2	0.683454768405017
ENSMUSG00000006732.15	Mettl1	0.538300225645549
ENSMUSG00000020260.10	Pofut2	0.520912699893944
ENSMUSG00000060961.17	Slc4a4	0.97621607353049
ENSMUSG00000001138.14	Cnnm3	1.01661890569982
ENSMUSG00000024590.9	Lmnb1	0.254940442537357
ENSMUSG00000033318.8	Gstt2	0.291064833634348
ENSMUSG00000024007.16	Ppil1	0.786427829424417
ENSMUSG00000022051.16	Bnip3l	0.0670929336546228
ENSMUSG00000038506.14	Dcun1d2	0.84549499113036
ENSMUSG00000005362.15	Crbn	0.495392044154235
ENSMUSG00000033102.16	Cdc14b	0.767314274155993
ENSMUSG00000061143.16	Maml3	0.430688442235972
ENSMUSG00000059810.19	Rgs3	0
ENSMUSG00000002458.14	Rgs19	0.805889036573751
ENSMUSG00000074794.11	Arrdc3	2.82152692341166
ENSMUSG00000020034.8	Tcp11l2	0.99907481087323
ENSMUSG00000021186.10	Fbln5	0.0722724997193701
ENSMUSG00000057137.10	Tmem140	1.47305129474286
ENSMUSG00000032715.10	Trib3	0.765325099611687
ENSMUSG00000005674.10	Tomm40l	0.993598920723348
ENSMUSG00000072825.12	Cep170b	0.0984990028478496
ENSMUSG00000029484.13	Anxa3	0.496684775450586
ENSMUSG00000007833.16	Aldh16a1	0.324637071103702
ENSMUSG00000027357.17	Crls1	1.7413982489662
ENSMUSG00000041084.9	Ostc	0.953945850061355
ENSMUSG00000020527.15	Myo19	0.434220549092936
ENSMUSG00000042390.10	Gatad2b	0.58014390711829
ENSMUSG00000037679.10	Inf2	0.113095148348613
ENSMUSG00000053470.14	Kdm3a	0.945558585507351
ENSMUSG00000035121.7	Neil2	1.17771607708022
ENSMUSG00000035443.11	Thyn1	0.183650215656336
ENSMUSG00000016493.14	Cd46	0.704274880628748
ENSMUSG00000027259.16	Adal	0.414685855101284
ENSMUSG00000029469.15	Ift81	0.40597451405865
ENSMUSG00000042429.9	Adora1	0.734828342253678
ENSMUSG00000079355.6	Ackr4	0.330539025585553
ENSMUSG00000005667.9	Mthfd2	0.418534957620134
ENSMUSG00000032850.17	Rnft2	0
ENSMUSG00000026036.18	Nif3l1	0.729569637579705
ENSMUSG00000023150.15	Ivns1abp	1.65623689439781
ENSMUSG00000020432.13	Tcn2	0
ENSMUSG00000071369.12	Map3k5	1.04559591304968
ENSMUSG00000026313.17	Hdac4	0.186493447572357
ENSMUSG00000024529.15	Lox	1.12799351857971
ENSMUSG00000024095.16	Hnrnpll	0.675570963022274
ENSMUSG00000022124.16	Fbxl3	0.82525331378998
ENSMUSG00000024074.9	Crim1	1.15816447833952
ENSMUSG00000025403.6	Shmt2	0.536909489879819
ENSMUSG00000031878.19	Nae1	0.452629738291984
ENSMUSG00000042851.18	Zc3h6	1.06457409784679
ENSMUSG00000032126.17	Hmbs	1.22957631342551
ENSMUSG00000029413.15	Naaa	0.00590779753104597
ENSMUSG00000021712.16	Trim23	0.41434870854144
ENSMUSG00000000628.11	Hk2	1.5555205922256
ENSMUSG00000029131.15	Dnajb6	0.64374550888096
ENSMUSG00000006527.17	Sfmbt1	0.484079977657938
ENSMUSG00000026692.13	Fmo4	1.53566379110822
ENSMUSG00000014867.10	Surf4	0.563491834516504
ENSMUSG00000018415.15	Gid4	0.120129142360794
ENSMUSG00000032172.9	Olfm2	0.589762389450363
ENSMUSG00000028088.15	Fmo5	0.816868504259495
ENSMUSG00000024713.17	Pcsk5	1.27681806960798
ENSMUSG00000028540.7	Dph2	0.649882124429934
ENSMUSG00000033308.17	Dpyd	0.0254608570667618
ENSMUSG00000025930.7	Msc	1.18651218184343
ENSMUSG00000048503.8	Tlcd5	1.08063143317422
ENSMUSG00000064127.14	Med14	1.03568619935242
ENSMUSG00000041653.6	Pnpla3	0.816304632061192
ENSMUSG00000028073.16	Pear1	0.502306365464344
ENSMUSG00000030094.9	Xpc	0.786329263027096
ENSMUSG00000031889.10	D230025D16Rik	1.07880291498562
ENSMUSG00000013629.17	Cad	0.325790039875456
ENSMUSG00000032553.15	Srprb	0.428924825988743
ENSMUSG00000027162.8	Lin7c	0.481140104244483
ENSMUSG00000025747.13	Tyms	0.694971594748281
ENSMUSG00000046312.5	Myorg	1.89578286679363
ENSMUSG00000003814.9	Calr	0.727538998167931
ENSMUSG00000028107.15	Tars2	0.182094915651674
ENSMUSG00000018846.9	Pank3	0.757003833524207
ENSMUSG00000029778.13	Adcyap1r1	1.40274664995031
ENSMUSG00000063558.5	Aox1	1.42648081536792
ENSMUSG00000039474.14	Wfs1	0.465457832684747
ENSMUSG00000027001.11	Dusp19	0.1795117026481
ENSMUSG00000035960.15	Apex1	0.738504791330479
ENSMUSG00000028339.18	Col15a1	0.676030517587918
ENSMUSG00000017314.13	Mpp2	0.244792433717976
ENSMUSG00000030082.15	Sec61a1	0.459787166028482
ENSMUSG00000026672.12	Optn	0.769621891507786
ENSMUSG00000049555.11	Tmie	1.63244241709714
ENSMUSG00000038628.9	Polr3k	0.045994774957309
ENSMUSG00000069806.6	Cacng7	0
ENSMUSG00000005125.14	Ndrg1	0.795820167587164
ENSMUSG00000012422.15	Tmem167	0.520918251474235
ENSMUSG00000020709.16	Adap2	3.13749505891406
ENSMUSG00000032459.10	Mrps22	0.552418249092729
ENSMUSG00000028134.12	Ptbp2	0.620110501446984
ENSMUSG00000041592.17	Sdk2	1.49820911691905
ENSMUSG00000002343.12	Armc6	0.819754724957867
ENSMUSG00000047592.18	Nxpe5	0.189934873665901
ENSMUSG00000028344.13	Invs	0.0276384815509213
ENSMUSG00000096188.2	Cmtm4	0.630077202135662
ENSMUSG00000096225.8	Lhx8	1.55336237657562
ENSMUSG00000046169.11	Adamts6	1.10682762489454
ENSMUSG00000006782.17	Cnp	0.00859764905542494
ENSMUSG00000028085.13	Gatb	0.181786493498508
ENSMUSG00000028954.12	Nub1	0.586292122987019
ENSMUSG00000040990.18	Sh3kbp1	0.301372987164709
ENSMUSG00000064105.14	Cnnm2	0.741817270809008
ENSMUSG00000015214.15	Mtmr1	0.459683571426732
ENSMUSG00000056629.17	Fkbp2	0.723041581969097
ENSMUSG00000017309.12	Cd300lg	1.29585080057894
ENSMUSG00000021792.16	Prxl2a	0.624133277423038
ENSMUSG00000014077.14	Chp1	0.328130833592755
ENSMUSG00000033589.5	Reep4	0.508641327092224
ENSMUSG00000046985.12	Tapt1	1.11003896295792
ENSMUSG00000045193.14	Cirbp	1.37647160057416
ENSMUSG00000014195.17	Dnajc7	0.276890971767896
ENSMUSG00000020802.9	Ube2o	0.851825492956804
ENSMUSG00000015747.6	Vps45	0.169881243580066
ENSMUSG00000075415.14	Fnbp1	0.709868285308484
ENSMUSG00000038429.11	Usp5	0.376576463260214
ENSMUSG00000041319.15	Thoc6	0.631920991500629
ENSMUSG00000001576.16	Ergic1	1.09917356734847
ENSMUSG00000018068.14	Ints2	0.0747467598859993
ENSMUSG00000039713.18	Plekhg5	0.21341010878069
ENSMUSG00000026005.16	Rpe	0.158516203583877
ENSMUSG00000034083.17	Ccdc174	0.70666979281423
ENSMUSG00000025395.15	Prim1	0.0954735158730714
ENSMUSG00000023104.10	Rfc2	0.247072119264299
ENSMUSG00000023832.15	Acat2	1.31325582438245
ENSMUSG00000031393.17	Mecp2	0.486768418322464
ENSMUSG00000058833.12	Rex1bd	0.997537200508013
ENSMUSG00000020538.16	Srebf1	1.34076063966379
ENSMUSG00000066894.15	Vsig10	0.936360984582171
ENSMUSG00000052609.10	Plekhg3	0.683217934284742
ENSMUSG00000016757.12	Ttll12	0.579260662750811
ENSMUSG00000029759.10	Pon3	0.198298959532008
ENSMUSG00000020326.8	Ccng1	0.52384424657636
ENSMUSG00000038412.9	Higd1a	0.794473750466603
ENSMUSG00000016487.16	Ppfibp1	0.862408621757144
ENSMUSG00000042628.9	Zfyve1	0.700480205762708
ENSMUSG00000049971.18	Glt1d1	1.44602617562442
ENSMUSG00000035439.14	Haus8	0.604028121245304
ENSMUSG00000040928.16	S100pbp	0.787932630841126
ENSMUSG00000058704.10	Memo1	0.820852743914463
ENSMUSG00000079317.11	Trappc2	0.563126272740121
ENSMUSG00000027313.4	Chac1	0.797825888508843
ENSMUSG00000028156.13	Eif4e	0.520377509039999
ENSMUSG00000048578.12	Mlec	0.301228275158029
ENSMUSG00000047507.13	Baiap3	1.31053422425091
ENSMUSG00000048970.10	C1galt1c1	0.746575323267635
ENSMUSG00000040618.8	Pck2	0.481526792609705
ENSMUSG00000079111.4	Kdelr2	0.547160202817239
ENSMUSG00000081058.6	H3c15	2.0641293152833
ENSMUSG00000020464.16	Pnpt1	0.0854609205778958
ENSMUSG00000031841.20	Cdh13	0.309828428664712
ENSMUSG00000001627.13	Ifrd1	1.40171531018141
ENSMUSG00000005533.11	Igf1r	0.701580747001323
ENSMUSG00000032294.18	Pkm	0.649140018055195
ENSMUSG00000025138.15	Sirt7	0.504359745298359
ENSMUSG00000032898.10	Fbxo21	1.77509632882035
ENSMUSG00000011752.8	Pgam1	0.618206242831614
ENSMUSG00000055296.15	Tmem245	1.15572606071044
ENSMUSG00000038175.11	Mylip	0.132681502279902
ENSMUSG00000031379.14	Pir	0.274074880893229
ENSMUSG00000039100.11	Marchf6	0.496790497515518
ENSMUSG00000036989.17	Trim3	0.148810733829213
ENSMUSG00000031983.8	2310022B05Rik	0.0328173045064368
ENSMUSG00000020176.18	Grb10	0.804378156058518
ENSMUSG00000078671.12	Chd2	0.994967511841901
ENSMUSG00000021843.18	Ktn1	0.567370498295842
ENSMUSG00000010936.12	Vac14	0.685609811393414
ENSMUSG00000052373.15	Mpp3	0.962839318447083
ENSMUSG00000031960.15	Aars	0.619970497722399
ENSMUSG00000039648.15	Kyat1	0.45383210852762
ENSMUSG00000031422.17	Morf4l2	0.631129204531265
ENSMUSG00000000355.14	Mcts1	0.0886707898959547
ENSMUSG00000026554.16	Dcaf8	0.603045419484138
ENSMUSG00000042010.17	Acacb	0.351319050061422
ENSMUSG00000031586.18	Rbpms	0
ENSMUSG00000075232.7	Amd1	0.450375549036169
ENSMUSG00000027365.15	Trpm7	0.62406725411381
ENSMUSG00000042787.16	Exog	0.290769858150969
ENSMUSG00000022636.14	Alcam	0.121824363489022
ENSMUSG00000028423.16	Nfx1	0.570643017033923
ENSMUSG00000049657.10	Zbtb5	1.1125178299569
ENSMUSG00000038446.9	Cdc40	0.656327393677008
ENSMUSG00000020263.15	Appl2	0.562531415634443
ENSMUSG00000010721.16	Lmbr1	0.625343725611032
ENSMUSG00000031298.16	Adgrg2	1.41028448790637
ENSMUSG00000025586.18	Cpeb1	0.469260575088472
ENSMUSG00000035407.9	Kank4	0.568220156424085
ENSMUSG00000025337.11	Sbds	0.257829742920506
ENSMUSG00000031613.10	Hpgd	1.90737256000616
ENSMUSG00000024943.10	Smc5	0.459396817677324
ENSMUSG00000003378.10	Grik5	0.367742859874851
ENSMUSG00000025950.17	Idh1	0.551636318606425
ENSMUSG00000038007.15	Acer2	1.29627357115074
ENSMUSG00000090150.11	Acad11	1.30668741934029
ENSMUSG00000021903.12	Galnt15	0.503731304813005
ENSMUSG00000039956.10	Mrap	1.25543959353921
ENSMUSG00000018983.10	E2f2	0.125068435546071
ENSMUSG00000002413.16	Braf	0.433314514310328
ENSMUSG00000027589.15	Pcmtd2	0.501212250382971
ENSMUSG00000040428.20	Plekha4	0.357164225754139
ENSMUSG00000006095.13	Tbcb	0.829201539411435
ENSMUSG00000027668.14	Mfn1	0.435667670605919
ENSMUSG00000027342.15	Pcna	0.198896038942321
ENSMUSG00000034424.6	Gcsh	0.276996925235162
ENSMUSG00000030243.17	Recql	0.0595034593692323
ENSMUSG00000015165.17	Hnrnpl	0.669068254362538
ENSMUSG00000045103.20	Dmd	0.449037760276982
ENSMUSG00000020076.8	Ddx50	0.501158434840411
ENSMUSG00000006818.6	Sod2	0.770319149659809
ENSMUSG00000049115.16	Agtr1a	1.34771489673243
ENSMUSG00000022378.15	Cyrib	0.287783488577313
ENSMUSG00000038150.8	Ormdl3	0.410091709571889
ENSMUSG00000045441.6	Gprin3	2.01761465550662
ENSMUSG00000063445.15	Nmral1	0.12401767794209
ENSMUSG00000002741.10	Ykt6	0.553436164685165
ENSMUSG00000002265.18	Peg3	3.15467777746174
ENSMUSG00000018293.5	Pfn1	0.61471114395242
ENSMUSG00000010830.9	Kdelr3	1.02276037266615
ENSMUSG00000090935.11	Synj2bp	0.11923285991219
ENSMUSG00000027465.14	Tbc1d20	0
ENSMUSG00000014551.9	Mrps25	0.0990783597426086
ENSMUSG00000029009.18	Mthfr	1.09283469856433
ENSMUSG00000024758.16	Rtn3	0.107970480582719
ENSMUSG00000032040.16	Dcps	0.788532801574014
ENSMUSG00000011831.17	Evi5	0.409322523935326
ENSMUSG00000029446.15	Psph	0.983416292293795
ENSMUSG00000038784.14	Cnot4	0.383642816101972
ENSMUSG00000036894.4	Rap2b	0.523460846223909
ENSMUSG00000030538.16	Cib1	0.731094015632243
ENSMUSG00000028179.13	Cth	0.578195708089957
ENSMUSG00000026104.15	Stat1	0.514555174277979
ENSMUSG00000031924.5	Cyb5b	1.10924658273295
ENSMUSG00000066568.13	Lsm14a	0.397590602085685
ENSMUSG00000079084.13	Ccdc82	0.700554773088425
ENSMUSG00000039195.5	1110008P14Rik	1.56942253576327
ENSMUSG00000073758.11	Sh3d21	0.38309235166253
ENSMUSG00000038520.16	Tbc1d17	0.190141341500472
ENSMUSG00000029641.9	Rasl11a	0
ENSMUSG00000062949.14	Atp11c	0.656664344048237
ENSMUSG00000038949.9	Cnst	1.07421710228492
ENSMUSG00000034158.10	Lrrc58	1.12371170997756
ENSMUSG00000020571.14	Pdia6	0.671957688839688
ENSMUSG00000057469.9	E2f6	0.877996680442305
ENSMUSG00000047976.5	Kcna1	1.36886545891781
ENSMUSG00000026109.15	Tmeff2	0.679090750549052
ENSMUSG00000028378.7	Ptgr1	0.171547495902842
ENSMUSG00000019997.12	Ccn2	1.01753220447963
ENSMUSG00000027180.13	Fbxo3	0.337772507977896
ENSMUSG00000041741.11	Pde3a	0.925546976254976
ENSMUSG00000031095.16	Cul4b	0.573107236841179
ENSMUSG00000078861.9	Zfp931	0.373200821308247
ENSMUSG00000025728.17	Pigq	0.188238636134919
ENSMUSG00000020547.6	Bzw2	1.09574138116509
ENSMUSG00000020530.15	Ggnbp2	0.487362846889736
ENSMUSG00000039438.8	Ttc36	0.449527147096245
ENSMUSG00000028532.15	Cachd1	0.246786170556028
ENSMUSG00000028277.14	Ube2j1	0.709787829988202
ENSMUSG00000000223.14	Drp2	0.380974231558219
ENSMUSG00000022774.14	Ncbp2	0.532407786178629
ENSMUSG00000025534.18	Gusb	0.407174828989389
ENSMUSG00000046215.4	Rprml	0.197204356932703
ENSMUSG00000024592.16	C330018D20Rik	0.0344597073298864
ENSMUSG00000040242.15	Fgfr1op2	0.455102485429161
ENSMUSG00000059474.14	Mbtd1	0.486889031426031
ENSMUSG00000058446.15	Znrf2	0.711303819508766
ENSMUSG00000050530.15	Fam171a1	0.0318345139512014
ENSMUSG00000021552.8	Gkap1	0.220282287698926
ENSMUSG00000030061.17	Uba3	0.0589471153814897
ENSMUSG00000008450.9	Nutf2	0.561437302805589
ENSMUSG00000041679.10	Lrrc29	1.18656695832148
ENSMUSG00000078919.11	Dpm1	0.69627050629179
ENSMUSG00000015053.15	Gata2	0.249696832540656
ENSMUSG00000030615.13	Tmem126a	0.869832062390959
ENSMUSG00000061589.15	Dot1l	0
ENSMUSG00000019877.11	Serinc1	0.516722277051957
ENSMUSG00000046432.13	Bex3	0.0668034360401166
ENSMUSG00000073643.12	Wdfy1	0.632720408601885
ENSMUSG00000028334.11	Nans	0.645684623760684
ENSMUSG00000001424.15	Snd1	0.252208620180851
ENSMUSG00000035027.19	Map2k2	0.633570375452406
ENSMUSG00000014158.13	Trpv4	0.23668459367808
ENSMUSG00000021939.9	Ctsb	0.199591120817134
ENSMUSG00000038827.12	Abitram	0.0602027368892775
ENSMUSG00000045930.4	Clec14a	0.0726229220396884
ENSMUSG00000062070.13	Pgk1	0.445295652643454
ENSMUSG00000039686.15	Zer1	0.238008562810754
ENSMUSG00000024913.17	Lrp5	0.275588402472639
ENSMUSG00000030257.17	Srgap3	1.35637318874278
ENSMUSG00000030967.16	Zranb1	0.519138820820458
ENSMUSG00000035311.17	Gnptab	0.846189593509175
ENSMUSG00000032547.13	Ryk	0
ENSMUSG00000038042.12	Ptpdc1	0.705973630707204
ENSMUSG00000032249.15	Anp32a	0.508001035365987
ENSMUSG00000005410.7	Mcm5	0.264442479510493
ENSMUSG00000031553.17	Adam3	1.34470953958499
ENSMUSG00000057363.13	Uxs1	0.307209867341699
ENSMUSG00000032340.9	Neo1	0.50591018603545
ENSMUSG00000028809.17	Srrm1	0.57632386901626
ENSMUSG00000053411.17	Cbx7	1.04075487044286
ENSMUSG00000012017.5	Scarf2	0.00767733769711147
ENSMUSG00000053964.18	Lgals4	0.764141382904826
ENSMUSG00000024078.8	Ttc27	0.735260134764284
ENSMUSG00000028475.10	Spaar	1.13438778817205
ENSMUSG00000059834.13	Sclt1	0.450631196233302
ENSMUSG00000031897.10	Psmb10	0.681966464203899
ENSMUSG00000031985.10	Gnpat	0.177853439662717
ENSMUSG00000021662.12	Arhgef28	0.959998749648301
ENSMUSG00000042099.17	Kank3	0.698398683154285
ENSMUSG00000038696.15	Mapkap1	0.518831833012493
ENSMUSG00000021361.8	Tmem14c	0.508096462131673
ENSMUSG00000074793.11	Hspa12b	1.02148969964462
ENSMUSG00000020427.12	Igfbp3	1.27883186525186
ENSMUSG00000045094.9	Arhgef37	0.0987003736915656
ENSMUSG00000020023.19	Tmcc3	0.899225067116195
ENSMUSG00000036104.13	Rab3gap1	0.442835786277811
ENSMUSG00000053198.15	Prx	0.461337203802006
ENSMUSG00000020097.15	Sgpl1	0.251061462721485
ENSMUSG00000030231.12	Plekha5	0.569745566711728
ENSMUSG00000037062.14	Sh3glb1	0.56104359087364
ENSMUSG00000090112.9	Shprh	0.513959832156472
ENSMUSG00000034807.10	Colgalt1	0.327099187782524
ENSMUSG00000036368.9	Rmdn2	0.645726809478393
ENSMUSG00000063428.9	Ddo	0.023540470273116
ENSMUSG00000027281.17	Slx4ip	0
ENSMUSG00000037712.18	Fermt2	0.720789280739169
ENSMUSG00000015522.19	Arnt	0.578842586868522
ENSMUSG00000066621.13	Tecpr1	0.718541138087217
ENSMUSG00000031217.9	Efnb1	1.13158934078621
ENSMUSG00000053091.17	Lins1	0.584870633283192
ENSMUSG00000035575.12	Utp6	0.120290477959602
ENSMUSG00000057388.10	Mrpl18	0.854419323871202
ENSMUSG00000024851.15	Pitpnm1	0.15242843686858
ENSMUSG00000028527.19	Ak4	1.29071692426719
ENSMUSG00000030096.9	Slc6a6	0
ENSMUSG00000051984.14	Sec31b	0.690962548680733
ENSMUSG00000002845.15	Tmem39a	0.0239515830990554
ENSMUSG00000032192.10	Gnb5	1.12916559300337
ENSMUSG00000056612.8	Ppp1r14b	0.789100128947646
ENSMUSG00000014245.9	Pigl	1.03959863295135
ENSMUSG00000013236.18	Ptprs	0.604839915126388
ENSMUSG00000020277.11	Pfkl	0.7589903657731
ENSMUSG00000027599.10	Armc1	0.391366728313245
ENSMUSG00000008373.17	Prpf31	0.555109073035853
ENSMUSG00000025223.16	Ldb1	0.0767982260309262
ENSMUSG00000021811.8	Dnajc9	0.125525186685738
ENSMUSG00000023456.17	Tpi1	0.339916133394178
ENSMUSG00000039994.16	Timeless	0.44455239141702
ENSMUSG00000018143.11	Mafk	1.25410761123276
ENSMUSG00000050271.13	Prag1	0.265705010882554
ENSMUSG00000030850.18	Ate1	0.405814555644083
ENSMUSG00000032754.15	Slc8b1	1.16118135605185
ENSMUSG00000031377.12	Bmx	0.45996144075026
ENSMUSG00000025192.14	Entpd7	0.387284217306296
ENSMUSG00000041684.12	Bivm	0.512066106437248
ENSMUSG00000048355.3	Arxes1	0.314565568309216
ENSMUSG00000057715.14	A830018L16Rik	0.02137641789268
ENSMUSG00000056201.9	Cfl1	0.714674846674134
ENSMUSG00000026303.7	Mlph	1.10812542034223
ENSMUSG00000036613.9	Eipr1	0.250399425935324
ENSMUSG00000036833.17	Pnpla7	1.86505294202067
ENSMUSG00000002870.9	Mcm2	0.275576856730744
ENSMUSG00000089665.3	Fcor	0.524449266728845
ENSMUSG00000020911.15	Krt19	0.201241782722981
ENSMUSG00000024812.12	Tjp2	0.10837637856717
ENSMUSG00000035093.17	Secisbp2l	0.888714609746183
ENSMUSG00000036206.13	Sh3bp4	0.199357765193083
ENSMUSG00000001524.15	Gtf2h4	0.485539870465677
ENSMUSG00000027078.15	Ube2l6	0.783733619244044
ENSMUSG00000029832.17	Nfe2l3	0.242869259573918
ENSMUSG00000005299.7	Letm1	0.320969645455385
ENSMUSG00000037355.15	Uvssa	0.581697090829525
ENSMUSG00000038991.18	Txndc5	0.537530447518558
ENSMUSG00000062210.14	Tnfaip8	0.121379532342876
ENSMUSG00000007610.16	Gtpbp3	0.696254138946312
ENSMUSG00000047181.13	Samd14	0.0349158848863765
ENSMUSG00000005952.16	Trpv1	0.0999132796864028
ENSMUSG00000038074.17	Fkbp14	0.282500561033237
ENSMUSG00000042599.9	Kdm7a	1.08189719652895
ENSMUSG00000050549.9	Fam241a	1.24882500878267
ENSMUSG00000036578.8	Fxyd7	0.512161483143088
ENSMUSG00000029592.12	Usp30	0.40368328841506
ENSMUSG00000038393.15	Txnip	1.86040133771381
ENSMUSG00000024400.17	Wdr33	0.338650178725825
ENSMUSG00000047632.12	Fgfbp3	1.41270991260618
ENSMUSG00000025355.8	Mmp19	1.14983134007516
ENSMUSG00000078429.10	Ctdsp2	0.199949545884214
ENSMUSG00000001472.18	Tcf25	0.0986503123573653
ENSMUSG00000073700.4	Klhl21	0.586244767042519
ENSMUSG00000001707.9	Eef1e1	0.355915657693878
ENSMUSG00000033170.15	Card10	0.0428538886790009
ENSMUSG00000028672.14	Hmgcl	0.652570441611054
ENSMUSG00000003721.15	Insig2	0.361738190230051
ENSMUSG00000056492.7	Adgrf5	0.938237442310092
ENSMUSG00000002017.11	Fam98a	0.327035230901066
ENSMUSG00000048960.14	Prex2	0.674645758513902
ENSMUSG00000022244.8	Amacr	0.0593841067594178
ENSMUSG00000032123.6	Dpagt1	0.418742321297624
ENSMUSG00000072969.3	Armcx5	0.676873756978211
ENSMUSG00000038967.14	Pdk2	0.471238166665244
ENSMUSG00000027803.15	Wwtr1	0.896216045137908
ENSMUSG00000025007.14	Aldh18a1	1.23623725547276
ENSMUSG00000048351.15	Coa7	0.76577100453341
ENSMUSG00000027947.12	Il6ra	0.382400368281006
ENSMUSG00000035597.20	Prpf39	0.520564506345149
ENSMUSG00000039706.12	Ldb2	0.0229137252736274
ENSMUSG00000019370.11	Calm3	0.879123383256445
ENSMUSG00000000901.18	Mmp11	0.602815923420097
ENSMUSG00000041828.16	Abca8a	0.606549497063983
ENSMUSG00000049878.14	Rlf	0.682982803346055
ENSMUSG00000051000.18	Fam160a1	0.105569575740948
ENSMUSG00000032594.12	Ip6k1	0.296613541164105
ENSMUSG00000038535.18	Zfp280d	0.359136450213699
ENSMUSG00000020614.14	Fam20a	0
ENSMUSG00000001105.16	Ift20	0.538551894745488
ENSMUSG00000027879.10	Sec22b	0.427010825169846
ENSMUSG00000054484.15	Tmem62	0.727937129553422
