Geneid	Symbol	Chow_GElaS
ENSMUSG00000022577.18	Ly6h	0
ENSMUSG00000036298.11	Slc2a13	0.0696868322218093
ENSMUSG00000030559.9	Rab38	1.01206883106844
ENSMUSG00000036104.13	Rab3gap1	1.44893292512091
ENSMUSG00000060681.16	Slc9a6	1.05459983538452
ENSMUSG00000035941.16	Ibtk	1.0996422811274
ENSMUSG00000027223.16	Mapk8ip1	0.960844545613189
ENSMUSG00000032077.6	Bud13	1.20425619112287
ENSMUSG00000026837.17	Col5a1	1.84340115576331
ENSMUSG00000041939.15	Mvk	0.828292874594267
ENSMUSG00000026471.15	Mr1	0.672500499440315
ENSMUSG00000005952.16	Trpv1	1.12252425599583
ENSMUSG00000026833.19	Olfm1	0.930212631422635
ENSMUSG00000021025.9	Nfkbia	3.2266966050213
ENSMUSG00000031821.12	Gins2	0.129351630892628
ENSMUSG00000032754.15	Slc8b1	1.89978020428943
ENSMUSG00000035232.9	Pdk3	0.800018007652302
ENSMUSG00000031539.7	Ap3m2	0.717703846223791
ENSMUSG00000032078.18	Zpr1	1.18262540768738
ENSMUSG00000032418.16	Me1	2.15046893185011
ENSMUSG00000043243.16	Niban3	0.971557063050495
ENSMUSG00000037722.9	Gnpnat1	1.93272670893259
ENSMUSG00000059824.13	Dbp	0
ENSMUSG00000058022.15	Adtrp	1.43322272677771
ENSMUSG00000041117.9	Ccdc8	0.673779167720923
ENSMUSG00000027963.15	Extl2	0.683937130166734
ENSMUSG00000000838.18	Fmr1	0.307263557197096
ENSMUSG00000021228.16	Acot3	2.77401074606493
ENSMUSG00000028245.16	Nsmaf	1.262638287474
ENSMUSG00000028874.15	Fgr	1.15362759824473
ENSMUSG00000036941.3	Elac1	0.866155448295968
ENSMUSG00000042726.15	Trafd1	2.12912113845067
ENSMUSG00000027456.9	Sdcbp2	1.58785520987037
ENSMUSG00000091144.3	Phf11c	2.83240077292895
ENSMUSG00000028954.12	Nub1	0.825657561695177
ENSMUSG00000025260.11	Hsd17b10	1.46486005527424
ENSMUSG00000027624.21	Epb41l1	0.71945372046088
ENSMUSG00000070867.5	Trabd2b	2.15774702027322
ENSMUSG00000059714.14	Flot1	0.346104875085561
ENSMUSG00000021277.17	Traf3	1.77756405450444
ENSMUSG00000028044.7	Cks1b	1.23025274958827
ENSMUSG00000029185.15	Fam114a1	0.0686759389839722
ENSMUSG00000024747.4	Aldh1a7	0.19748951673168
ENSMUSG00000031812.17	Map1lc3b	1.03025948679785
ENSMUSG00000017009.4	Sdc4	1.06200197309562
ENSMUSG00000028664.15	Ephb2	1.10831611996121
ENSMUSG00000041220.11	Elovl6	2.57359075173671
ENSMUSG00000021699.18	Pde4d	1.87957338154167
ENSMUSG00000025170.14	Rab40b	2.04459609050495
ENSMUSG00000025068.9	Gsto1	1.03012762689406
ENSMUSG00000009145.7	Dqx1	1.4290253821666
ENSMUSG00000041360.9	Pum3	0.186672032867664
ENSMUSG00000027014.15	Cwc22	0.984224573215536
ENSMUSG00000040740.8	Slc25a34	1.74804779201106
ENSMUSG00000015971.6	Actr8	1.11784925900074
ENSMUSG00000030801.11	Kat8	0.501142862200956
ENSMUSG00000039683.17	Sdk1	0.0907510625837089
ENSMUSG00000024247.15	Pkdcc	2.36172205163024
ENSMUSG00000030123.16	Plxnd1	1.76029966224844
ENSMUSG00000016496.8	Cd274	1.53004364874671
ENSMUSG00000028970.10	Abcb1b	0.109205224151438
ENSMUSG00000039357.3	Fut11	0.266048631317319
ENSMUSG00000030256.12	Bhlhe41	1.96060778191364
ENSMUSG00000038446.9	Cdc40	1.29498699486647
ENSMUSG00000034135.16	Sik3	1.9009174658368
ENSMUSG00000049555.11	Tmie	1.21885483039779
ENSMUSG00000001909.17	Trmt1	0.398031099608236
ENSMUSG00000023019.13	Gpd1	2.25462625349982
ENSMUSG00000002910.12	Arrdc2	3.74206932127971
ENSMUSG00000063889.17	Crem	1.11249663259992
ENSMUSG00000040435.13	Ppp1r15a	1.43153447344008
ENSMUSG00000023249.16	Parp3	1.02497930572251
ENSMUSG00000046027.18	Stard5	1.12256703605467
ENSMUSG00000027075.17	Slc43a1	2.90575024473673
ENSMUSG00000020130.10	Tbc1d15	1.61467532570824
ENSMUSG00000101389.2	Ms4a4a	1.51263798802471
ENSMUSG00000026107.12	Nabp1	3.19238668181979
ENSMUSG00000029131.15	Dnajb6	0.601478672911092
ENSMUSG00000039230.15	Tbcd	0.350066643111054
ENSMUSG00000023087.16	Noct	1.23041428989659
ENSMUSG00000029471.14	Camkk2	1.56911532241826
ENSMUSG00000027502.12	Rtf2	0.623095664163162
ENSMUSG00000054648.9	Zfp869	0.712608730478953
ENSMUSG00000022309.10	Angpt1	0.734476434062682
ENSMUSG00000029227.16	Fip1l1	0.621182982120794
ENSMUSG00000025930.7	Msc	1.20883032712248
ENSMUSG00000006576.17	Slc4a3	0.480384639683136
ENSMUSG00000031309.16	Rps6ka3	1.68853974880109
ENSMUSG00000044338.10	Aplnr	2.61212034776716
ENSMUSG00000038975.15	Rabggtb	0.274713281366168
ENSMUSG00000031398.14	Plxna3	1.42046285571534
ENSMUSG00000014158.13	Trpv4	0.650107126427695
ENSMUSG00000038949.9	Cnst	1.09903291335691
ENSMUSG00000033107.7	Rnf125	2.38487990895557
ENSMUSG00000028960.21	Ube4b	0.906199751359516
ENSMUSG00000067780.4	Pi15	0.128168249053368
ENSMUSG00000021376.12	Tpmt	2.06120779139255
ENSMUSG00000021891.9	Mettl6	0.560644201205146
ENSMUSG00000056214.10	Pard6g	0.227979453446126
ENSMUSG00000025609.16	Mkln1	0.418500522601296
ENSMUSG00000032577.17	Mapkapk3	1.65407197767564
ENSMUSG00000002068.17	Ccne1	0.446096770325949
ENSMUSG00000035121.7	Neil2	2.13979525227855
ENSMUSG00000027397.15	Slc20a1	2.0125186983856
ENSMUSG00000027680.16	Fxr1	0.40152705370942
ENSMUSG00000030319.9	Cand2	0.404461704285605
ENSMUSG00000059878.13	Zfp422	0.965777943049889
ENSMUSG00000003948.18	Mmd	1.04116315975303
ENSMUSG00000005973.7	Rcn1	0.748135081557758
ENSMUSG00000061536.14	Sec22c	0.674652852178831
ENSMUSG00000033365.15	Ipo13	0.899855484225333
ENSMUSG00000035757.18	Selenoo	1.3310093917713
ENSMUSG00000021579.5	Lrrc14b	1.19144354081194
ENSMUSG00000026489.14	Coq8a	2.09629650828079
ENSMUSG00000045795.11	Whamm	2.10380488014684
ENSMUSG00000024413.15	Npc1	2.75270965601771
ENSMUSG00000034858.17	Fam214a	3.73286553983305
ENSMUSG00000073802.6	Cdkn2b	2.3322960822883
ENSMUSG00000021431.16	Snrnp48	0.999316488172088
ENSMUSG00000023050.10	Map3k12	0.0906421046209013
ENSMUSG00000039994.16	Timeless	1.61971493672796
ENSMUSG00000031402.13	Mpp1	0.231127194421619
ENSMUSG00000039883.6	Lrrc17	0.30163967662717
ENSMUSG00000028341.10	Nr4a3	3.85118541118893
ENSMUSG00000030699.17	Tbx6	2.44708948566967
ENSMUSG00000037262.8	Kin	1.29363859921018
ENSMUSG00000027204.14	Fbn1	1.75614607410945
ENSMUSG00000027465.14	Tbc1d20	0.323706712366319
ENSMUSG00000015312.10	Gadd45b	2.44040244645462
ENSMUSG00000007659.19	Bcl2l1	1.41153150450468
ENSMUSG00000021094.11	Dhrs7	0.960299146363133
ENSMUSG00000072235.7	Tuba1a	0.951597023703354
ENSMUSG00000037266.19	Rsrp1	1.78785094517932
ENSMUSG00000027206.14	Cops2	1.00917609709058
ENSMUSG00000027605.19	Acss2	0.455021274915169
ENSMUSG00000036412.6	Arsi	1.62787755873708
ENSMUSG00000024528.9	Srfbp1	1.09889932460738
ENSMUSG00000029190.20	D5Ertd579e	2.21735682094909
ENSMUSG00000015889.9	Lta4h	0.507414325878922
ENSMUSG00000002266.18	Zim1	3.85541058999139
ENSMUSG00000029070.10	Mxra8	0.314673042350511
ENSMUSG00000020780.16	Srp68	0.589077573733757
ENSMUSG00000006542.14	Prkag3	0.915835390960618
ENSMUSG00000033917.16	Gde1	0.931577134978772
ENSMUSG00000022519.15	Srl	0.914002846124522
ENSMUSG00000022462.8	Slc38a2	1.86474482234309
ENSMUSG00000039497.9	Dse	1.52417337221724
ENSMUSG00000044433.17	Camsap3	0.649722777909709
ENSMUSG00000038217.14	Tlcd2	0.325293971389349
ENSMUSG00000021710.12	Nln	0.380487326811604
ENSMUSG00000029203.17	Ube2k	0.826408657178369
ENSMUSG00000026672.12	Optn	1.850427505777
ENSMUSG00000033902.13	Mapkbp1	2.6025170180073
ENSMUSG00000019850.12	Tnfaip3	0.585916858859202
ENSMUSG00000019370.11	Calm3	0.995123519032694
ENSMUSG00000031711.8	Zfp330	1.22904130220804
ENSMUSG00000041801.6	Phlda3	3.76530573094767
ENSMUSG00000027829.16	Ccnl1	0.911056471756725
ENSMUSG00000026888.15	Grb14	0.372373433447129
ENSMUSG00000038418.8	Egr1	0.104837112682281
ENSMUSG00000038545.14	Cul7	0.0584160268970554
ENSMUSG00000034083.17	Ccdc174	1.54433864876558
ENSMUSG00000067586.5	S1pr3	0.784666216862113
ENSMUSG00000024842.9	Cabp4	1.35504125555871
ENSMUSG00000024165.10	Jpt2	0.671932525883295
ENSMUSG00000038156.17	Spon1	0
ENSMUSG00000021418.16	Rpp40	0.351160273904418
ENSMUSG00000095789.7	Nupr1l	2.03271509451691
ENSMUSG00000028961.16	Pgd	2.0293724078095
ENSMUSG00000064181.7	Rab3ip	1.54661957797391
ENSMUSG00000031924.5	Cyb5b	1.77594035383421
ENSMUSG00000069920.11	B3gnt9	0.304253803586329
ENSMUSG00000035764.6	Fbxo45	0.524079813715269
ENSMUSG00000022270.17	Retreg1	2.20008207205282
ENSMUSG00000028138.9	Adh5	1.18504170251128
ENSMUSG00000024440.14	Pcdh12	1.71762223156726
ENSMUSG00000000058.7	Cav2	0.632505296768977
ENSMUSG00000020427.12	Igfbp3	1.58244553084701
ENSMUSG00000003549.10	Ercc1	1.93926591372905
ENSMUSG00000044288.7	Cnr1	0
ENSMUSG00000021750.17	Fam107a	2.66202447904014
ENSMUSG00000037005.17	Xpnpep2	0.280539805491714
ENSMUSG00000030589.16	Rasgrp4	1.18228754893315
ENSMUSG00000028789.17	Azin2	0
ENSMUSG00000029701.16	Rbm28	2.19893051014295
ENSMUSG00000042213.18	Zfand4	2.46200268574825
ENSMUSG00000035530.14	Eif1	0.596323539851187
ENSMUSG00000038256.16	Bcl9	0.709439277995996
ENSMUSG00000021719.10	Rgs7bp	0.930458494505079
ENSMUSG00000014418.17	Hps5	0.7220477649664
ENSMUSG00000006611.16	Hfe	0.181124502333925
ENSMUSG00000048911.16	Rnf24	1.42604613286914
ENSMUSG00000027710.15	Acad9	0.625545316961666
ENSMUSG00000037710.9	Cisd1	0.582161557045475
ENSMUSG00000041712.8	Ubr7	1.02623129355046
ENSMUSG00000033405.5	Nudt15	0.897941759228603
ENSMUSG00000024055.16	Cyp4f13	0.979334997339775
ENSMUSG00000112129.2	Pbld1	2.7166609811179
ENSMUSG00000052392.6	Acot4	3.01045775132024
ENSMUSG00000037816.11	Fbxw17	0.274862440383067
ENSMUSG00000020108.5	Ddit4	4.80342778949912
ENSMUSG00000025366.9	Esyt1	0.862691534506513
ENSMUSG00000023909.5	Paqr4	1.54457713799704
ENSMUSG00000038456.10	Dennd2a	0.859779573336266
ENSMUSG00000049538.15	Adamts16	0.358415631254473
ENSMUSG00000020241.14	Col6a2	1.01863735578997
ENSMUSG00000043079.18	Synpo	1.36667025742228
ENSMUSG00000027900.16	Dram2	1.49802195594091
ENSMUSG00000028906.18	Epb41	1.14247192551344
ENSMUSG00000032456.14	Nmnat3	1.28227977368691
ENSMUSG00000035311.17	Gnptab	1.62798765925043
ENSMUSG00000068551.13	Zfp467	1.16439686704822
ENSMUSG00000090264.2	Eif4ebp3	2.95628891049964
ENSMUSG00000052253.7	Zfp622	0.824671188586993
ENSMUSG00000037225.14	Fgf2	1.22116221073496
ENSMUSG00000028967.11	Errfi1	3.83630260105784
ENSMUSG00000066684.11	Pilrb1	0.369044710834133
ENSMUSG00000032324.12	Tspan3	0.44051041947405
ENSMUSG00000032018.15	Sc5d	1.87808988430589
ENSMUSG00000045268.14	Zfp691	1.61442877576657
ENSMUSG00000003528.16	Slc25a1	0.883547938191038
ENSMUSG00000037251.6	Pomk	1.38073539642454
ENSMUSG00000024431.16	Nr3c1	0.65640943268984
ENSMUSG00000022206.8	Npr3	1.56609456492467
ENSMUSG00000028653.17	Trit1	2.56384348121622
ENSMUSG00000018882.13	Mrpl45	0.974851528976555
ENSMUSG00000031483.9	Erlin2	0.761314469431991
ENSMUSG00000009092.6	Derl3	0.310500284239741
ENSMUSG00000031939.17	Taf1d	1.10491397124999
ENSMUSG00000028479.19	Gne	2.20821270867692
ENSMUSG00000027889.18	Ampd2	0.944114949830741
ENSMUSG00000091586.3	Cyp4f17	0.872886518634972
ENSMUSG00000078515.5	Ddi2	1.02919718615099
ENSMUSG00000031451.7	Gas6	0.803839073289154
ENSMUSG00000063445.15	Nmral1	0.224902027769021
ENSMUSG00000025854.16	Fam20c	2.30984857000475
ENSMUSG00000024713.17	Pcsk5	0.433938399898419
ENSMUSG00000030208.16	Emp1	1.62772656470516
ENSMUSG00000002489.17	Tiam1	1.80725511403098
ENSMUSG00000032081.11	Apoc3	3.33454561102449
ENSMUSG00000059708.13	Akap17b	1.09702622504751
ENSMUSG00000063856.9	Gpx1	0.473734951769521
ENSMUSG00000019189.14	Rnf145	1.36771520252658
ENSMUSG00000029270.11	Dipk1a	0.895445171552646
ENSMUSG00000058435.7	Btnl4	2.62986228193463
ENSMUSG00000029512.12	Ulk1	1.51937648984204
ENSMUSG00000072624.4	Gm5460	2.96539256338988
ENSMUSG00000031921.18	Terf2	0.958276937456104
ENSMUSG00000032060.11	Cryab	1.91022508308411
ENSMUSG00000045538.7	Ddx28	1.46449476938316
ENSMUSG00000018846.9	Pank3	0.922723514399934
ENSMUSG00000025025.15	Mxi1	0.874162402491825
ENSMUSG00000033159.15	Cnppd1	1.19199918863618
ENSMUSG00000068220.7	Lgals1	0.344674634728
ENSMUSG00000013833.16	Med16	0.376133297702014
ENSMUSG00000047731.18	Wbp1l	0.116779391713508
ENSMUSG00000061613.14	U2af1	0.874054671772727
ENSMUSG00000020109.14	Dnajb12	0.967226171994156
ENSMUSG00000024949.18	Sf1	1.56597703331842
ENSMUSG00000018347.17	Zkscan6	0.610047968784705
ENSMUSG00000027597.16	Ahcy	2.734911047313
ENSMUSG00000021371.6	Mcur1	1.34127158616633
ENSMUSG00000037720.17	Tmem33	0
ENSMUSG00000040618.8	Pck2	0.94108760506445
ENSMUSG00000061816.16	Myl1	1.228659147107
ENSMUSG00000002265.18	Peg3	2.43805184181093
ENSMUSG00000019970.16	Sgk1	2.50474237207084
ENSMUSG00000022747.18	St3gal6	1.95554962432958
ENSMUSG00000028405.10	Aco1	0.518917852547393
ENSMUSG00000047037.6	Nipa1	0.654148404735349
ENSMUSG00000026077.16	Npas2	0.273693742792647
ENSMUSG00000018983.10	E2f2	1.50302493252877
ENSMUSG00000034829.9	Nxnl1	2.49998299968521
ENSMUSG00000007476.19	Lrrc8a	0.96864032921616
ENSMUSG00000051817.9	Sox12	0.12630825572428
ENSMUSG00000042540.13	Acot5	2.17710276203318
ENSMUSG00000040302.18	Rbm48	1.19785883449
ENSMUSG00000033147.17	Slc22a15	0.6080098635946
ENSMUSG00000028893.9	Sesn2	3.73143858865944
ENSMUSG00000025578.10	Cbx8	1.10946751227507
ENSMUSG00000031349.5	Nsdhl	0.336281348714907
ENSMUSG00000089774.3	Slc5a3	2.36269624947854
ENSMUSG00000025878.17	Uimc1	0.997451514545298
ENSMUSG00000039518.8	Cdsn	2.78241996592867
ENSMUSG00000050157.7	Gm867	0.877304904819923
ENSMUSG00000030137.9	Tuba8	0
ENSMUSG00000009621.19	Vav2	0.67483168307708
ENSMUSG00000043719.15	Col6a6	0.403916515132515
ENSMUSG00000021732.15	Fgf10	0.953859025426671
ENSMUSG00000024601.10	Isoc1	0.212326367058553
ENSMUSG00000079316.11	Rab9	1.3037108968315
ENSMUSG00000045045.8	Lrfn4	0.82546175933131
ENSMUSG00000021794.17	Glud1	0.973351447571736
ENSMUSG00000022847.16	Thpo	0.991154524296579
ENSMUSG00000019978.17	Epb41l2	0.678625777583489
ENSMUSG00000031023.6	Akip1	1.68046500561188
ENSMUSG00000032417.11	Rwdd2a	1.59362634629482
ENSMUSG00000028152.11	Tspan5	0.62628533699968
ENSMUSG00000051098.7	Mblac2	0
ENSMUSG00000040972.9	Igsf21	0.685856547072054
ENSMUSG00000020910.17	Adprm	0.889992075268055
ENSMUSG00000042569.14	Dhrs7b	0.43111686225874
ENSMUSG00000021149.9	Gtpbp4	0.446336696530056
ENSMUSG00000032515.9	Csrnp1	1.66352419851468
ENSMUSG00000030731.14	Syt3	0
ENSMUSG00000073700.4	Klhl21	1.46440212663694
ENSMUSG00000022814.7	Umps	0.71952984084079
ENSMUSG00000041417.16	Pik3r1	3.29677463465129
ENSMUSG00000029869.8	Ephb6	1.15916712150489
ENSMUSG00000021752.15	Kctd6	1.14252059538248
ENSMUSG00000050762.6	Prss27	0.0442757487143992
ENSMUSG00000043398.6	Gpr135	0.960248704012299
ENSMUSG00000039652.17	Cpeb3	1.33946970756927
ENSMUSG00000038007.15	Acer2	2.31321056288048
ENSMUSG00000034936.3	Arl4d	1.54705641736417
ENSMUSG00000038860.16	Garnl3	0.230377756865427
ENSMUSG00000019975.13	Ikbip	0.41324194075912
ENSMUSG00000045312.13	Lhfpl2	1.00386577180574
ENSMUSG00000025364.14	Pa2g4	0.174366330403223
ENSMUSG00000040820.17	Hlcs	0.566359141774681
ENSMUSG00000026473.17	Glul	1.21877700193446
ENSMUSG00000034656.19	Cacna1a	0.707860066015743
ENSMUSG00000118668.1	AC120557.1	0.681552232611157
ENSMUSG00000058216.14	Gstp3	1.91681797038527
ENSMUSG00000029321.2	Slc10a6	1.70234050201541
ENSMUSG00000051225.10	Fam83a	1.49123907087111
ENSMUSG00000026575.16	Nme7	0.036532172907141
ENSMUSG00000025024.8	Smndc1	0.496911540128967
ENSMUSG00000002227.16	Mov10	0
ENSMUSG00000045620.8	Odf3l1	0.519566425330806
ENSMUSG00000032840.8	Spring1	0.898555548436415
ENSMUSG00000034430.17	Zxdc	0.941063677013327
ENSMUSG00000006423.16	C330007P06Rik	0.532292129531535
ENSMUSG00000006642.4	Tcf23	0.35920789188874
ENSMUSG00000034614.15	Pik3ip1	0.759546763222533
ENSMUSG00000025875.15	Tspan17	0.753333853349576
ENSMUSG00000001119.8	Col6a1	0.895635806211945
ENSMUSG00000000028.16	Cdc45	0.246130945013544
ENSMUSG00000069662.6	Marcks	0.662145735017573
ENSMUSG00000010095.14	Slc3a2	0.522891549195873
ENSMUSG00000025184.11	R3hcc1l	0.920868111056731
ENSMUSG00000029338.14	Antxr2	0.497662835778905
ENSMUSG00000030272.16	Camk1	0.584811705751241
ENSMUSG00000028807.3	Zbtb8a	0.449863127097874
ENSMUSG00000074210.4	E130208F15Rik	1.71457517103276
ENSMUSG00000036611.6	Eepd1	1.59937717377571
ENSMUSG00000030878.12	Cdr2	2.36515123076007
ENSMUSG00000030889.15	Vwa3a	2.25872195839812
ENSMUSG00000027845.16	Dclre1b	0.897279007916841
ENSMUSG00000050188.9	Lsm10	0.499918363727212
ENSMUSG00000004105.9	Angptl2	1.14862028608265
ENSMUSG00000022797.17	Tfrc	2.15073047762055
ENSMUSG00000021395.12	Spin1	0.90728419905748
ENSMUSG00000021287.13	Xrcc3	0
ENSMUSG00000046245.14	Pilra	0.892646414796744
ENSMUSG00000005899.15	Smpd4	0.30467044356433
ENSMUSG00000022426.7	Josd1	0.550308810417918
ENSMUSG00000028032.14	Papss1	0.00049735379050694
ENSMUSG00000090799.3	Klhl33	0.174444990828079
ENSMUSG00000028865.15	Cd164l2	0.539576681178578
ENSMUSG00000030872.15	Gga2	1.27071609603457
ENSMUSG00000036693.13	Nop14	0.663651372471978
ENSMUSG00000029817.12	Tra2a	0.848865504480258
ENSMUSG00000045576.17	St7l	0.224563138983948
ENSMUSG00000000811.15	Txnrd3	0.40375655836701
ENSMUSG00000040329.15	Il7	0.590594134408813
ENSMUSG00000018819.11	Lsp1	0.91172292201515
ENSMUSG00000027933.12	Ints3	0.124793703889395
ENSMUSG00000073460.6	Pnldc1	1.09854802685429
ENSMUSG00000022793.18	B4galt4	0.57794219917629
ENSMUSG00000074918.5	Inafm2	1.70746755984635
ENSMUSG00000019437.18	Tlcd1	0.325577442542403
ENSMUSG00000034235.18	Usp54	2.44916031541974
ENSMUSG00000025151.17	Maged1	1.17576718612207
ENSMUSG00000028329.14	Xpa	1.25633816010289
ENSMUSG00000033730.5	Egr3	0.821786786423049
ENSMUSG00000038982.11	Bloc1s5	0
ENSMUSG00000024013.16	Fgd2	0.716332517742803
ENSMUSG00000025950.17	Idh1	0.801682980963464
ENSMUSG00000044475.15	Ascc1	0.82770855209809
ENSMUSG00000026492.12	Tfb2m	0.309840869603985
ENSMUSG00000017119.20	Nbr1	0.487430013619531
ENSMUSG00000024968.15	Rcor2	2.38755296443704
ENSMUSG00000037938.5	Chchd5	1.43931048790446
ENSMUSG00000029198.4	Grpel1	0.220379604812225
ENSMUSG00000032715.10	Trib3	0.674214207489753
ENSMUSG00000044221.15	Grsf1	0.424248007286237
ENSMUSG00000055745.5	Rtl6	0.943815759844129
ENSMUSG00000031616.8	Ednra	0.368259321895883
ENSMUSG00000041479.15	Syt15	0.662375486946301
ENSMUSG00000026042.17	Col5a2	1.23753895730123
ENSMUSG00000006301.18	Tmbim1	0.447370071350648
ENSMUSG00000035459.19	Stab2	1.72481581338462
