Geneid	Symbol	Young_GElaS
ENSMUSG00000028132.16	Tlcd4	3.58465456842769
ENSMUSG00000028712.13	Cyp4a31	1.73273940360735
ENSMUSG00000014077.14	Chp1	0.916754612346144
ENSMUSG00000021591.9	Glrx	0.682947872057465
ENSMUSG00000026853.16	Crat	2.33145969926027
ENSMUSG00000023973.14	Cnpy3	1.13523656754018
ENSMUSG00000045282.8	Tmem86b	2.61591694805406
ENSMUSG00000058997.9	Vwa8	1.37599193462803
ENSMUSG00000036138.17	Acaa1a	1.05850304839788
ENSMUSG00000040785.20	Ttc3	0.890514020259567
ENSMUSG00000022971.19	Ifnar2	1.01635270662103
ENSMUSG00000022853.8	Ehhadh	1.52958055085261
ENSMUSG00000028008.11	Asic5	2.85206322808153
ENSMUSG00000058317.13	Ube2e2	1.33867074206505
ENSMUSG00000036372.15	Tmem258	1.31615080449974
ENSMUSG00000078974.11	Sec61g	1.87477520955373
ENSMUSG00000026116.12	Tmem131	1.67882501691742
ENSMUSG00000055850.13	Rnf181	0.938379695099294
ENSMUSG00000031232.18	Magt1	1.3444876404121
ENSMUSG00000029458.15	Brap	2.62072048948025
ENSMUSG00000056698.12	Elmod3	1.67627902984466
ENSMUSG00000026848.15	Tor1b	0.705670537248216
ENSMUSG00000041769.14	Ppp2r2d	1.9773793675389
ENSMUSG00000079355.6	Ackr4	1.38292803207027
ENSMUSG00000020873.16	Slc35b1	2.47879900013557
ENSMUSG00000057722.18	Lepr	3.70448875470265
ENSMUSG00000029440.16	Psmd9	1.61779895942887
ENSMUSG00000003948.18	Mmd	2.19623105409786
ENSMUSG00000047617.12	Paxx	1.18027709447545
ENSMUSG00000025630.9	Hprt	0.371795668268768
ENSMUSG00000056133.6	Unc93a2	2.19495839701576
ENSMUSG00000021427.11	Ssr1	1.89957639583925
ENSMUSG00000060613.11	Cyp2c70	4.6048824121714
ENSMUSG00000041773.9	Enc1	2.70780468019108
ENSMUSG00000024507.7	Hsd17b4	0.79177306116168
ENSMUSG00000017307.17	Acot8	1.14432497232962
ENSMUSG00000032498.10	Mlh1	1.36805056043531
ENSMUSG00000027502.12	Rtf2	2.05367935907466
ENSMUSG00000003464.14	Pex19	0.861511966046682
ENSMUSG00000027597.16	Ahcy	1.51625208730172
ENSMUSG00000027822.17	Slc33a1	0.920475337534454
ENSMUSG00000043091.10	Tuba1c	2.47544247961245
ENSMUSG00000022426.7	Josd1	1.15578016284695
ENSMUSG00000028223.9	Decr1	0.799180356601931
ENSMUSG00000038422.3	Hdhd3	3.04361639150108
ENSMUSG00000028607.17	Cpt2	0.354867157450212
ENSMUSG00000090150.11	Acad11	1.02494823862806
ENSMUSG00000021282.18	Eif5	0.710332365588964
ENSMUSG00000066072.14	Cyp4a10	0.999417885902492
ENSMUSG00000026730.13	Pter	1.82896968575001
ENSMUSG00000056091.13	St3gal5	3.11830338687457
ENSMUSG00000026639.19	Lamb3	1.43181519438278
ENSMUSG00000073988.14	Ttpa	1.42476067908754
ENSMUSG00000032080.7	Apoa4	1.84128185839432
ENSMUSG00000083282.4	Ctsf	0.953268918398783
ENSMUSG00000050052.13	Tdrp	1.40670719321896
ENSMUSG00000025579.15	Gaa	0.333463815022258
ENSMUSG00000033174.18	Mgll	0.281406935320895
ENSMUSG00000027889.18	Ampd2	1.20429881740744
ENSMUSG00000022562.16	Oplah	1.30007999353044
ENSMUSG00000025153.10	Fasn	5.14240317800699
ENSMUSG00000038582.16	Pptc7	1.40074499890906
ENSMUSG00000038055.13	Dexi	0.976301525649844
ENSMUSG00000062480.13	Acat3	0.642775062926329
ENSMUSG00000053898.13	Ech1	0.501593445490299
ENSMUSG00000011305.12	Plin5	2.11735788691959
ENSMUSG00000042349.14	Ikbke	1.69077241828132
ENSMUSG00000057103.12	Nat8f1	1.07013414666632
ENSMUSG00000005514.15	Por	2.75209221498543
ENSMUSG00000042524.15	Sun2	2.32895620639278
ENSMUSG00000091264.4	Smim13	2.0528115402752
ENSMUSG00000028715.3	Cyp4a14	1.03766934850639
ENSMUSG00000033629.7	Hacd3	0.898580442551303
ENSMUSG00000054408.10	Spcs3	1.16569398876205
ENSMUSG00000052392.6	Acot4	1.29808739554835
ENSMUSG00000001211.16	Agpat3	1.35723246332728
ENSMUSG00000042476.13	Abcb4	2.39397314667021
ENSMUSG00000020472.15	Zkscan17	1.91013308386388
ENSMUSG00000038312.11	Edem2	0.37658929959168
ENSMUSG00000018669.15	Cdk5rap3	1.06793303357342
ENSMUSG00000059811.14	Atl2	1.35815267624528
ENSMUSG00000045775.16	Slc16a5	0.329328878087686
ENSMUSG00000019082.19	Slc25a22	1.95280312583204
ENSMUSG00000003420.9	Fcgrt	1.40529365822602
ENSMUSG00000059447.14	Hadhb	0.706323110675039
ENSMUSG00000020777.17	Acox1	1.92447676977548
ENSMUSG00000028382.16	Ptbp3	1.4575212301589
ENSMUSG00000026348.8	Acmsd	1.17154348470392
ENSMUSG00000029311.17	Hsd17b11	0.977960186401685
ENSMUSG00000036019.9	Tmtc2	1.93146276536787
ENSMUSG00000063406.12	Tmed5	2.30777746486079
ENSMUSG00000015711.9	Prune1	0.715598474972124
ENSMUSG00000022280.10	Rnf19a	0.69800966974155
ENSMUSG00000006517.6	Mvd	6.24842011721936
ENSMUSG00000047446.19	Arl4a	2.76677847985711
ENSMUSG00000010755.18	Cars	0.197637921157617
ENSMUSG00000030278.12	Cidec	5.34300886282677
ENSMUSG00000003518.14	Dusp3	0.98218629712928
ENSMUSG00000027680.16	Fxr1	0.694374993970858
ENSMUSG00000021620.5	Acot12	2.44447263343954
ENSMUSG00000028893.9	Sesn2	2.94405811076037
ENSMUSG00000090394.9	4930523C07Rik	1.48705562287925
ENSMUSG00000009905.6	Kdsr	1.80967800557788
ENSMUSG00000073725.9	Lmbrd1	1.08335458761302
ENSMUSG00000029314.15	Gpat3	2.34786360084429
ENSMUSG00000030089.16	Slc41a3	1.95026119708265
ENSMUSG00000041920.15	Slc16a6	1.97131369711228
ENSMUSG00000067144.8	Slc22a7	1.94829369994412
ENSMUSG00000026944.19	Abca2	0.879119110661145
ENSMUSG00000003355.8	Fkbp11	1.63775906953441
ENSMUSG00000029664.11	Tfpi2	0.152329981661123
ENSMUSG00000042747.13	Krtcap2	1.3846009837978
ENSMUSG00000025935.11	Tram1	1.14702147306111
ENSMUSG00000024818.16	Slc25a45	1.64656264257324
ENSMUSG00000050541.15	Adra1b	2.14530423063387
ENSMUSG00000034528.16	Hsd17b13	0.744541634961004
ENSMUSG00000026571.13	Dcaf6	2.3551064843569
ENSMUSG00000025464.16	Paox	1.09864133784424
ENSMUSG00000063015.13	Ccni	1.57266071342163
ENSMUSG00000018574.15	Acadvl	0.433148583669881
ENSMUSG00000033021.17	Gmppa	0.621769018240599
ENSMUSG00000035227.8	Spcs2	1.04038218904961
ENSMUSG00000020102.16	Slc16a7	0.933891022611177
ENSMUSG00000055912.9	Tmem150a	1.5302334029546
ENSMUSG00000036046.15	5031439G07Rik	1.70189015544285
ENSMUSG00000015312.10	Gadd45b	3.42939819778964
ENSMUSG00000030214.8	Plbd1	0.975045622781239
ENSMUSG00000025479.10	Cyp2e1	1.18772849710106
ENSMUSG00000038628.9	Polr3k	1.80917093229912
ENSMUSG00000002428.13	Hltf	0.328635768026833
ENSMUSG00000002844.10	Adprh	1.29267298025706
ENSMUSG00000004394.13	Tmed4	1.2132759585016
ENSMUSG00000041353.13	Tmem29	0.44307824302001
ENSMUSG00000026849.19	Tor1a	0.202977690634656
ENSMUSG00000041567.4	Serpina12	0.901295687766338
ENSMUSG00000064145.13	Arih2	0.904911112023148
ENSMUSG00000015214.15	Mtmr1	0.905790987740375
ENSMUSG00000023057.6	Fabp2	0.365693402877823
ENSMUSG00000022210.8	Dhrs4	0.351984194165876
ENSMUSG00000020538.16	Srebf1	4.19521893346539
ENSMUSG00000034173.14	Zbed5	2.62306702198143
ENSMUSG00000052534.16	Pbx1	0.893537030871934
ENSMUSG00000060639.6	H4c9	2.84858064362643
ENSMUSG00000042682.11	Selenok	0.879466338993772
ENSMUSG00000024222.18	Fkbp5	3.28181775862668
ENSMUSG00000048486.7	Fitm2	2.13752290445286
ENSMUSG00000055239.11	Kcmf1	0.551286019625022
ENSMUSG00000022769.10	Sdf2l1	5.56909799569172
ENSMUSG00000028343.11	Erp44	0.86777332865248
ENSMUSG00000072964.15	Bhlhb9	1.70489318100089
ENSMUSG00000045294.12	Insig1	3.4445171426729
ENSMUSG00000027546.16	Atp9a	0.662245265912409
ENSMUSG00000060002.15	Chpt1	0.812054673156343
ENSMUSG00000050737.14	Ptges	1.9809605045766
ENSMUSG00000032086.13	Bace1	1.49647103340002
ENSMUSG00000063576.13	Klhdc3	1.99560142899192
ENSMUSG00000025089.16	Gfra1	2.31072151036348
ENSMUSG00000024580.9	Grpel2	2.15257147443019
ENSMUSG00000027698.15	Nceh1	3.05756547748655
ENSMUSG00000027048.16	Abcb11	0.325945233536418
ENSMUSG00000023070.7	Rgn	0.601538536020252
ENSMUSG00000032434.10	Cmtm6	0.0983661401907791
ENSMUSG00000022299.10	Slc25a32	2.49557680501918
ENSMUSG00000001366.15	Fbxo9	1.02898709602555
ENSMUSG00000016541.11	Atxn10	0.298099014712605
ENSMUSG00000006390.16	Elovl1	1.46495443278726
ENSMUSG00000021096.12	Ppm1a	1.41247698964688
ENSMUSG00000037370.14	Enpp1	0.596024229057475
ENSMUSG00000008035.13	Mid1ip1	4.73644901991754
ENSMUSG00000022040.9	Ephx2	1.03481163813112
ENSMUSG00000022517.18	Mgrn1	0.64184645799407
ENSMUSG00000019923.15	Zwint	0.27760435454766
ENSMUSG00000042350.14	Arel1	1.38685337040248
ENSMUSG00000039452.7	Snx22	1.28341476807074
ENSMUSG00000032478.15	Nme6	1.98056194651529
ENSMUSG00000025503.6	Taldo1	0.11841108689103
ENSMUSG00000019906.16	Lin7a	1.67745568957378
ENSMUSG00000021482.11	Prxl2c	1.41246362521996
ENSMUSG00000022637.12	Cblb	1.57358222901815
ENSMUSG00000074733.15	Zfp950	0.928628440757966
ENSMUSG00000020280.13	Pus10	0.789147307693741
ENSMUSG00000046711.17	Hmga1	2.32001327860616
ENSMUSG00000029233.16	Srd5a3	0.519692047149763
ENSMUSG00000024516.14	Sec11c	1.03891579866478
ENSMUSG00000037470.15	Uggt1	0.886577107251834
ENSMUSG00000017707.10	Serinc3	1.36870323272403
ENSMUSG00000041632.8	Mrps27	1.28473241559861
ENSMUSG00000031700.12	Gpt2	0.644993851647739
ENSMUSG00000052562.16	Slc22a30	3.1315000327528
ENSMUSG00000023259.18	Slc26a6	1.88440474302926
ENSMUSG00000044254.7	Pcsk9	5.71001516409505
ENSMUSG00000035247.17	Hectd1	1.20425509004235
ENSMUSG00000004038.10	Gstm3	3.29675447136969
ENSMUSG00000020471.12	Pold2	1.98581253800171
ENSMUSG00000039879.10	Heca	1.63439638869268
ENSMUSG00000038175.11	Mylip	1.51109907831749
ENSMUSG00000034708.13	Grn	1.69855969763162
ENSMUSG00000027429.17	Sec23b	2.29356576739505
ENSMUSG00000019851.9	Perp	0.49080172524162
ENSMUSG00000021254.10	Gpatch2l	1.09588720912672
ENSMUSG00000030787.5	Lyve1	1.07871621132842
ENSMUSG00000063929.7	Cyp4a32	3.55191601571198
ENSMUSG00000024259.10	Slc25a46	1.23861868716612
ENSMUSG00000053641.10	Dennd4a	1.03462724050949
ENSMUSG00000027900.16	Dram2	1.06934443096656
ENSMUSG00000036216.6	Leap2	3.78978064128507
ENSMUSG00000001436.16	Slc19a1	1.63798408090577
ENSMUSG00000029650.11	Slc46a3	2.02590288314267
ENSMUSG00000028327.15	Stra6l	0.769411559701653
ENSMUSG00000020261.16	Slc36a1	1.79672430842301
ENSMUSG00000053460.9	Ggcx	1.49018654319786
ENSMUSG00000037822.13	Smim14	0.352526678670857
ENSMUSG00000057113.14	Npm1	0.675156180673878
ENSMUSG00000028494.13	Plin2	2.56236941204882
ENSMUSG00000037316.10	Bag4	1.45576958699492
ENSMUSG00000002944.16	Cd36	1.49645032187996
ENSMUSG00000031357.4	Syap1	0.621945534417505
ENSMUSG00000022051.16	Bnip3l	1.6245289686328
ENSMUSG00000049115.16	Agtr1a	1.95261639708024
ENSMUSG00000028982.10	Slc25a33	2.37094771551103
ENSMUSG00000067071.9	Hes6	3.71998023115498
ENSMUSG00000066613.15	Zfp932	1.82391763951939
ENSMUSG00000024856.11	Cdk2ap2	1.32847619173436
ENSMUSG00000021552.8	Gkap1	0.94908849860044
ENSMUSG00000026870.20	Cutal	1.40934725839175
ENSMUSG00000062762.18	Ei24	1.88739988225428
ENSMUSG00000032435.10	Dync1li1	0.248857396681723
ENSMUSG00000001175.17	Calm1	1.18993119900523
ENSMUSG00000029598.13	Plbd2	1.18401580242826
ENSMUSG00000056692.14	Ilrun	1.05747700794278
ENSMUSG00000016487.16	Ppfibp1	0.469314566321045
ENSMUSG00000027465.14	Tbc1d20	1.54044595269258
ENSMUSG00000029701.16	Rbm28	0.836554466649243
ENSMUSG00000018442.14	Derl2	0.936151594718819
ENSMUSG00000032547.13	Ryk	0.820557936067852
ENSMUSG00000073700.4	Klhl21	1.88306046993436
ENSMUSG00000025745.13	Hadha	0.618806159893719
ENSMUSG00000038859.8	Baiap2l1	1.15905028225935
ENSMUSG00000031298.16	Adgrg2	1.20481661950811
ENSMUSG00000001687.16	Ubl3	0.52413848263329
ENSMUSG00000027999.16	Pla2g12a	1.44219941383343
ENSMUSG00000051864.11	Tbc1d22a	0.773766176024725
ENSMUSG00000027809.15	Etfdh	1.10765018570454
ENSMUSG00000047731.18	Wbp1l	1.55661069305906
ENSMUSG00000041272.12	Tox	1.74791771655381
ENSMUSG00000061479.16	Snrpa	1.77125345112045
ENSMUSG00000024892.18	Pcx	0.764425903083369
ENSMUSG00000021400.9	Wrnip1	1.76230646541723
ENSMUSG00000035041.9	Creb3l3	1.14931189302518
ENSMUSG00000048915.13	Efna5	0.761717022105222
ENSMUSG00000047554.15	Tmem41b	0.948681457473505
ENSMUSG00000028437.15	Ubap1	0.504303513749671
ENSMUSG00000004207.15	Psap	0.679351807385904
ENSMUSG00000026490.19	Cdc42bpa	0.996254984936645
ENSMUSG00000069456.5	Rdh16	1.40944678781038
ENSMUSG00000110344.2	Gm45716	1.70683604362912
ENSMUSG00000029571.15	Tmem106b	1.6478859855571
ENSMUSG00000002289.17	Angptl4	3.68455765945511
ENSMUSG00000030035.15	Wbp1	1.26594869612631
ENSMUSG00000022790.15	Igsf11	1.18630892072675
ENSMUSG00000053604.6	Rpia	0.727749082859037
ENSMUSG00000036613.9	Eipr1	1.20882979958975
ENSMUSG00000003814.9	Calr	1.65346753356153
ENSMUSG00000028107.15	Tars2	0.97687938991281
ENSMUSG00000038217.14	Tlcd2	0.95139955547953
ENSMUSG00000034853.17	Acot11	1.08251155872248
ENSMUSG00000024143.16	Rhoq	0.732275686083717
ENSMUSG00000020440.14	Arf5	0.981503438903503
ENSMUSG00000063077.16	Kif1b	1.48212644935638
ENSMUSG00000060121.16	Gemin2	1.1130069812264
ENSMUSG00000002477.6	Snrpd1	1.92089831511544
ENSMUSG00000051817.9	Sox12	1.44051628917559
ENSMUSG00000031347.13	Cetn2	1.57501284014038
ENSMUSG00000049624.15	Slc17a5	1.28468152603448
ENSMUSG00000058569.9	Tmed9	1.52995003280436
ENSMUSG00000000673.10	Haao	0.329433368218221
ENSMUSG00000025003.7	Cyp2c39	1.21759590439142
ENSMUSG00000020456.18	Ogdh	0.416603547601446
ENSMUSG00000048218.7	Amigo2	1.6746325280578
ENSMUSG00000024525.8	Impa2	1.50351893945035
ENSMUSG00000034663.14	Bmp2k	0.507808296166286
ENSMUSG00000041220.11	Elovl6	3.20945139295936
ENSMUSG00000021012.17	Zc3h14	0.351971366685769
ENSMUSG00000058799.17	Nap1l1	0.671583699503946
ENSMUSG00000022992.18	Kansl2	0.560118778940265
ENSMUSG00000045817.9	Zfp36l2	2.24831293139841
ENSMUSG00000078817.5	Nlrp12	4.09112596077409
ENSMUSG00000056228.11	Cars2	0.563212999450869
ENSMUSG00000035413.9	Tmem98	0.948992543588411
ENSMUSG00000019854.18	Reps1	0.914993973972288
ENSMUSG00000047822.9	Angptl8	7.10287321546909
ENSMUSG00000020078.17	Vps26a	0.286348502980068
ENSMUSG00000024084.9	Qpct	0.720071062138124
ENSMUSG00000035051.16	Dhx57	0.194093015450418
ENSMUSG00000031007.3	Atp6ap2	0.641306366048205
ENSMUSG00000019877.11	Serinc1	1.22090003683062
ENSMUSG00000073889.11	Il11ra1	0.70246034084436
ENSMUSG00000032575.17	Manf	3.68134654529772
ENSMUSG00000025227.15	Mfsd13a	1.4219291030741
ENSMUSG00000000326.14	Comt	0.414856875139185
ENSMUSG00000026492.12	Tfb2m	0.590462885821449
ENSMUSG00000060373.16	Hnrnpc	1.06251928779421
ENSMUSG00000048087.7	Gm4737	1.10361733836309
ENSMUSG00000032757.7	Bet1	0.305230813003786
ENSMUSG00000028032.14	Papss1	2.49643932424719
ENSMUSG00000056429.5	Tgoln1	2.44112225568554
ENSMUSG00000036257.16	Pnpla8	1.03664030174451
ENSMUSG00000028106.14	Rprd2	0.385289767838021
ENSMUSG00000027513.12	Pck1	3.6423411460385
ENSMUSG00000029482.5	Aacs	5.45144114902687
ENSMUSG00000010307.8	Tmem86a	2.54834246560668
ENSMUSG00000008429.9	Herpud2	1.0522297736402
ENSMUSG00000041720.15	Pi4ka	0.999636477621957
ENSMUSG00000078920.4	Ifi47	2.02929468817866
ENSMUSG00000020571.14	Pdia6	2.20996298304426
ENSMUSG00000020794.14	Ube2g1	0.778207640059453
ENSMUSG00000039886.9	Tmem120a	1.85239574100467
ENSMUSG00000040774.16	Cept1	0.804420216038285
ENSMUSG00000031349.5	Nsdhl	3.48618600099206
ENSMUSG00000038695.14	Josd2	1.09554611928495
ENSMUSG00000039361.12	Picalm	0.290722130100224
ENSMUSG00000024354.14	Slc23a1	1.58589003307877
ENSMUSG00000034707.8	Gns	1.11297008814391
ENSMUSG00000006378.16	Gcat	1.18631864466006
ENSMUSG00000056050.16	Mia3	1.32976799861487
ENSMUSG00000021611.10	Tert	1.16169947580823
ENSMUSG00000018042.19	Cyb5r3	0.75428568370244
ENSMUSG00000023963.11	Cyp39a1	1.55094588162512
ENSMUSG00000036292.15	Gramd1c	0.991903422508556
ENSMUSG00000022283.16	Pabpc1	0.974774441785144
ENSMUSG00000036775.14	Decr2	1.33092811074433
ENSMUSG00000021814.18	Anxa7	0.164539906579586
ENSMUSG00000027601.14	Mtfr1	0.63210207394297
ENSMUSG00000072235.7	Tuba1a	1.56577253740636
ENSMUSG00000090264.2	Eif4ebp3	2.94070830183221
ENSMUSG00000028672.14	Hmgcl	0.600801091695205
ENSMUSG00000034110.9	Kctd7	1.83406713864121
ENSMUSG00000026466.17	Tor1aip1	0.855176181762321
ENSMUSG00000021539.10	Lect2	2.04848155948661
ENSMUSG00000027384.7	Ndufaf5	1.31688218323386
ENSMUSG00000036083.16	Slc17a3	1.74454897908323
ENSMUSG00000028076.13	Cd1d1	0.220398955178483
ENSMUSG00000081534.4	Slc48a1	0.433189286057746
ENSMUSG00000020986.14	Sec23a	1.43798119345742
ENSMUSG00000051811.15	Cox6b2	1.29795713960785
ENSMUSG00000039648.15	Kyat1	1.60445859214368
ENSMUSG00000018740.15	Slc25a35	1.55623416444223
ENSMUSG00000035868.10	Zfp983	0.67052300230662
ENSMUSG00000030104.10	Edem1	0.788350505822079
ENSMUSG00000028655.12	Mfsd2a	5.07487190356766
ENSMUSG00000029718.15	Pcolce	0.101044909844669
ENSMUSG00000028191.12	Bcl10	1.1186577631664
ENSMUSG00000024404.8	Riok3	0.282514236334197
ENSMUSG00000022010.20	Tsc22d1	3.17050547363149
ENSMUSG00000060961.17	Slc4a4	2.85631894836396
ENSMUSG00000069539.12	Scyl2	0.644145934698825
ENSMUSG00000004789.11	Dlst	0.319438804079959
ENSMUSG00000096188.2	Cmtm4	1.70882966138272
ENSMUSG00000040170.14	Fmo2	1.54320187067035
ENSMUSG00000054469.15	Lclat1	0.537971792886632
ENSMUSG00000021364.17	Elovl2	1.77175553919278
ENSMUSG00000002996.18	Hbp1	1.20923256047377
ENSMUSG00000025178.10	Pi4k2a	0.344037795379759
ENSMUSG00000048310.9	Pskh1	0.709016212213899
ENSMUSG00000059060.16	Rad51b	1.89478340432984
ENSMUSG00000026393.11	Nek7	1.45965123272775
ENSMUSG00000035357.18	Pdzrn3	1.36917444005429
ENSMUSG00000024170.16	Telo2	0.770091610276817
ENSMUSG00000027808.9	Serp1	1.55252110900762
ENSMUSG00000061313.11	Ddhd2	0.978410666474343
ENSMUSG00000028960.21	Ube4b	0.907636452081125
ENSMUSG00000028378.7	Ptgr1	1.68059200482529
ENSMUSG00000053964.18	Lgals4	2.92983740994064
ENSMUSG00000037260.9	Hgsnat	0.719244210626749
ENSMUSG00000070939.10	Tgfbrap1	0.286852522149102
ENSMUSG00000063410.9	Stk24	1.05691777056531
ENSMUSG00000041926.16	Rnpep	0.912915113700719
ENSMUSG00000017210.15	Med24	0.82211472202484
ENSMUSG00000030421.10	Uri1	0.978695928679609
ENSMUSG00000026281.16	Dtymk	1.13319442147474
ENSMUSG00000024018.19	Ccdc167	0.493841549276413
ENSMUSG00000025423.17	Pias2	0.633163588178404
ENSMUSG00000044986.11	Tst	1.16451002285468
ENSMUSG00000030340.17	Scnn1a	0.8775211171165
ENSMUSG00000010047.13	Hyal2	1.35083783322442
ENSMUSG00000094152.6	Slc6a16	2.96441714103939
ENSMUSG00000024187.16	Fam234a	0.694432854491757
ENSMUSG00000015217.12	Hmgb3	0.529798106942455
ENSMUSG00000023232.18	Serinc2	1.19112337725286
ENSMUSG00000064284.13	Cdpf1	1.48399461520888
ENSMUSG00000028630.10	Dyrk2	1.2890059440094
ENSMUSG00000023150.15	Ivns1abp	1.46074510254213
ENSMUSG00000032079.13	Apoa5	1.41431431690744
ENSMUSG00000028961.16	Pgd	0.803472344881142
ENSMUSG00000000149.11	Gna12	0.802073741493463
ENSMUSG00000020888.17	Dvl2	0.722134646983777
ENSMUSG00000029229.9	Chic2	0.907086971670339
ENSMUSG00000037197.12	Rbm17	0.606486721623273
ENSMUSG00000002279.20	Lmf1	0.042288343551201
ENSMUSG00000026074.16	Map4k4	0.932085220464423
ENSMUSG00000024122.17	Pdpk1	1.03752049109044
ENSMUSG00000061288.14	Taok3	1.55683439011891
ENSMUSG00000022383.14	Ppara	1.46589898158067
ENSMUSG00000052934.15	Fbxo31	3.4145359762918
ENSMUSG00000029575.18	Mmab	2.81414563160726
ENSMUSG00000015093.16	Clic3	0.211303597150162
ENSMUSG00000015090.14	Ptgds	0.101069723191803
ENSMUSG00000019809.17	Pex3	0.461209042964479
ENSMUSG00000057068.16	Fam47e	3.00611132147338
ENSMUSG00000058454.16	Dhcr7	3.4275542180471
ENSMUSG00000041293.6	Adgrf1	0.351871001337369
ENSMUSG00000037062.14	Sh3glb1	0.62963444425889
ENSMUSG00000040359.15	Ufl1	1.20599585767896
ENSMUSG00000049657.10	Zbtb5	0.0535970427754316
ENSMUSG00000042041.8	2010003K11Rik	0.266488043987886
ENSMUSG00000024515.14	Smad4	0.967468040563053
ENSMUSG00000039632.14	Odad3	2.33218741776468
ENSMUSG00000027983.14	Cyp2u1	2.8735974548642
ENSMUSG00000043411.16	Usp48	0.222845980436712
ENSMUSG00000032808.3	Cyp2c38	0.533778796158558
ENSMUSG00000027531.17	Impa1	0.882211537203733
ENSMUSG00000023307.15	Marchf5	0.88277671796216
ENSMUSG00000020283.6	Pex13	0.439713751812458
ENSMUSG00000035845.18	Alg12	2.1193254462155
ENSMUSG00000019866.16	Crybg1	1.36787907731186
ENSMUSG00000034435.7	Tmem30b	0.749149443500314
ENSMUSG00000046947.13	Adck2	1.27476801280637
ENSMUSG00000049721.15	Gal3st1	1.70382849608172
ENSMUSG00000109901.3	Chmp1b	0.789740338638891
ENSMUSG00000038658.16	Ric1	0.967933362483314
ENSMUSG00000053253.17	Ndfip2	0.464598878960231
ENSMUSG00000020513.16	Tubd1	1.57432217110824
ENSMUSG00000019873.9	Reep3	0.763020135664053
ENSMUSG00000025025.15	Mxi1	1.15809452446926
ENSMUSG00000027248.14	Pdia3	1.52253154930306
ENSMUSG00000019883.12	Echdc1	1.04163321350311
ENSMUSG00000014245.9	Pigl	1.28897056955753
ENSMUSG00000039100.11	Marchf6	1.28055354158284
ENSMUSG00000028011.17	Tdo2	1.62742138829476
ENSMUSG00000047777.10	Phf13	1.91226440674781
ENSMUSG00000026594.15	Ralgps2	0.773386671181
ENSMUSG00000048856.10	Slc25a47	4.07422971254718
ENSMUSG00000026317.8	Cln8	1.53015184699692
ENSMUSG00000019951.11	Uhrf1bp1l	0.708092113412982
ENSMUSG00000032193.10	Ldlr	2.21480027797872
ENSMUSG00000020917.18	Acly	3.30783423711342
ENSMUSG00000039934.13	Gsap	1.53721121528811
ENSMUSG00000030987.6	Stim1	0.350373486801369
ENSMUSG00000036585.17	Fgf1	0
ENSMUSG00000031445.6	Proz	0.801015486799447
ENSMUSG00000069763.4	Tmem100	1.48630816964909
ENSMUSG00000038005.16	Hpf1	1.33810517304691
ENSMUSG00000068762.12	Gstm6	0.414653343670108
ENSMUSG00000022912.9	Pros1	1.73417091654611
ENSMUSG00000072582.10	Ptrh2	0.59154415080238
ENSMUSG00000035399.13	Oser1	1.3705709631261
ENSMUSG00000020935.9	Dcakd	0.0652680976603928
ENSMUSG00000022404.9	Slc25a17	1.2573131883475
ENSMUSG00000042032.14	Mat2b	0.798333805119166
ENSMUSG00000048186.15	Bend7	1.28801096223515
ENSMUSG00000006777.8	Krt23	2.51768940011993
ENSMUSG00000037022.4	Mmaa	1.05367196521299
