Geneid	Symbol	Chow_GElaS
ENSMUSG00000025184.11	R3hcc1l	1.15945841581564
ENSMUSG00000020097.15	Sgpl1	1.61695009339359
ENSMUSG00000026500.7	Cox20	1.84504180398323
ENSMUSG00000006014.17	Prg4	0.229260018397435
ENSMUSG00000028906.18	Epb41	1.4223670510663
ENSMUSG00000014776.8	Nol3	0.9294753683594
ENSMUSG00000027203.16	Dut	1.38177895115824
ENSMUSG00000055320.19	Tead1	1.5617710459846
ENSMUSG00000029446.15	Psph	2.02272482083213
ENSMUSG00000038025.9	Phf2	1.01402685614645
ENSMUSG00000038412.9	Higd1a	2.4905725709519
ENSMUSG00000020917.18	Acly	3.57389885635622
ENSMUSG00000007817.16	Zmiz1	0.440693389950093
ENSMUSG00000060935.7	Tmem263	0.899554664027274
ENSMUSG00000028893.9	Sesn2	3.34942892728085
ENSMUSG00000018126.16	Baiap2l2	0
ENSMUSG00000025025.15	Mxi1	1.22936230397233
ENSMUSG00000034135.16	Sik3	1.36885605490976
ENSMUSG00000034858.17	Fam214a	3.86724788528026
ENSMUSG00000023078.7	Cxcl13	0.695097391146441
ENSMUSG00000038342.16	Mlxip	1.59700955768136
ENSMUSG00000045915.16	Ccdc42	0.386378810947599
ENSMUSG00000010830.9	Kdelr3	0.948581093506334
ENSMUSG00000026360.10	Rgs2	2.38965341855044
ENSMUSG00000014791.11	Elmo3	0
ENSMUSG00000038344.15	Txlng	1.42721019981809
ENSMUSG00000001642.19	Akr1b3	1.30995400824585
ENSMUSG00000025930.7	Msc	1.74887379613641
ENSMUSG00000022324.16	Matn2	0.737294104441245
ENSMUSG00000040521.12	Tsfm	1.82812083294122
ENSMUSG00000036941.3	Elac1	1.07250110855945
ENSMUSG00000059824.13	Dbp	0
ENSMUSG00000006423.16	C330007P06Rik	0.806472570221107
ENSMUSG00000044534.9	Ackr2	1.34948061351616
ENSMUSG00000028211.12	Trp53inp1	3.87808065902083
ENSMUSG00000004473.11	Clec11a	0.118996111999355
ENSMUSG00000073490.12	Ifi207	1.33202204495535
ENSMUSG00000029190.20	D5Ertd579e	1.56395816395176
ENSMUSG00000024039.16	Cbs	0.254779133696554
ENSMUSG00000030747.6	Dgat2	3.13047179922082
ENSMUSG00000041939.15	Mvk	0.972606986148197
ENSMUSG00000047528.14	Flacc1	0.374045484292777
ENSMUSG00000034973.17	Dop1a	1.59016979275657
ENSMUSG00000070348.6	Ccnd1	1.85897201840854
ENSMUSG00000050549.9	Fam241a	2.94327873309676
ENSMUSG00000021594.12	Srd5a1	0.0809882412539782
ENSMUSG00000030161.9	Gabarapl1	0.783630761563533
ENSMUSG00000020150.14	Gamt	2.31983917649464
ENSMUSG00000032418.16	Me1	3.78062273839939
ENSMUSG00000032126.17	Hmbs	1.50540092092378
ENSMUSG00000066571.14	Garre1	3.80656539553961
ENSMUSG00000025950.17	Idh1	0.7889572080176
ENSMUSG00000020614.14	Fam20a	1.21636934692887
ENSMUSG00000042599.9	Kdm7a	2.07649895216345
ENSMUSG00000031808.8	Slc27a1	2.05273450360971
ENSMUSG00000004665.11	Cnn2	2.00235506165291
ENSMUSG00000029370.11	Rassf6	2.43597066723474
ENSMUSG00000010453.13	Kansl3	0.982185945954088
ENSMUSG00000034235.18	Usp54	2.6302031651394
ENSMUSG00000026385.17	Dbi	1.09913008147986
ENSMUSG00000020802.9	Ube2o	1.36873103600183
ENSMUSG00000027996.14	Sfrp2	0
ENSMUSG00000024082.6	Ndufaf7	1.32577560626802
ENSMUSG00000032348.7	Gsta4	0.694277973278882
ENSMUSG00000020130.10	Tbc1d15	1.31741122202837
ENSMUSG00000045094.9	Arhgef37	0.274690641458421
ENSMUSG00000012114.18	Med15	0.649553291559321
ENSMUSG00000112129.2	Pbld1	1.22755559604741
ENSMUSG00000033308.17	Dpyd	1.08489363889848
ENSMUSG00000025151.17	Maged1	0.881939034272062
ENSMUSG00000036833.17	Pnpla7	2.24521545688839
ENSMUSG00000031604.11	Msmo1	1.99606478264964
ENSMUSG00000022577.18	Ly6h	0.32184809554501
ENSMUSG00000034908.17	Sidt2	0.614244059920095
ENSMUSG00000022677.16	Cep20	0.592431709824203
ENSMUSG00000019873.9	Reep3	0.809043346764042
ENSMUSG00000032231.15	Anxa2	1.93499592232989
ENSMUSG00000027187.11	Cat	2.61097472798666
ENSMUSG00000006301.18	Tmbim1	0.641560866051553
ENSMUSG00000042029.8	Ncapg2	1.44376205731355
ENSMUSG00000099083.8	Atf7	1.18164585082956
ENSMUSG00000046794.10	Ppp1r3b	2.57543971903435
ENSMUSG00000018900.8	Slc22a5	2.14012825248639
ENSMUSG00000069662.6	Marcks	0.494384721200605
ENSMUSG00000024529.15	Lox	1.25510853011647
ENSMUSG00000026812.17	Tsc1	1.43086344813264
ENSMUSG00000027605.19	Acss2	0.766699350223411
ENSMUSG00000070436.13	Serpinh1	2.81041549311164
ENSMUSG00000026914.16	Psmd14	1.6415218641503
ENSMUSG00000037622.15	Wdtc1	0.408169717936806
ENSMUSG00000034614.15	Pik3ip1	1.85147217321613
ENSMUSG00000045795.11	Whamm	1.8107005911367
ENSMUSG00000005973.7	Rcn1	0.370480315958328
ENSMUSG00000089665.3	Fcor	1.06075367670676
ENSMUSG00000042041.8	2010003K11Rik	3.80044971632437
ENSMUSG00000027709.10	Mccc1	0.184990893673406
ENSMUSG00000030559.9	Rab38	0.639899341342056
ENSMUSG00000024949.18	Sf1	1.18392291238364
ENSMUSG00000040111.18	Gramd1b	1.19542286041319
ENSMUSG00000051355.19	Commd1	0.783442391911773
ENSMUSG00000078671.12	Chd2	1.23008184547655
ENSMUSG00000039976.5	Tbc1d16	1.06517247610981
ENSMUSG00000042520.17	Ubap2l	0.542004250636969
ENSMUSG00000006095.13	Tbcb	1.40526071529637
ENSMUSG00000025578.10	Cbx8	1.46491772714862
ENSMUSG00000020034.8	Tcp11l2	1.47956432720991
ENSMUSG00000025268.16	Maged2	0.335238490626692
ENSMUSG00000034994.11	Eef2	0.523467102018559
ENSMUSG00000022801.14	Lrch3	1.52464652626728
ENSMUSG00000042726.15	Trafd1	2.00492734699922
ENSMUSG00000049999.5	Ppp1r3d	1.86734494005713
ENSMUSG00000041794.14	Myrip	1.3697471774883
ENSMUSG00000022231.11	Sema5a	1.78083872906049
ENSMUSG00000030353.16	Tead4	1.21907880859297
ENSMUSG00000066406.17	Akap13	1.31182587933373
ENSMUSG00000038422.3	Hdhd3	2.53227946611359
ENSMUSG00000028044.7	Cks1b	1.51573112469203
ENSMUSG00000024713.17	Pcsk5	0.772687833284334
ENSMUSG00000022257.5	Laptm4b	0.782674937522228
ENSMUSG00000028218.20	Cibar1	0.0917603836788109
ENSMUSG00000047261.10	Gap43	0.21756654411085
ENSMUSG00000022807.10	Osbpl11	2.57790276945224
ENSMUSG00000053317.12	Sec61b	2.03412138406817
ENSMUSG00000031298.16	Adgrg2	1.98280676075733
ENSMUSG00000021069.18	Pygl	1.98032251377205
ENSMUSG00000020109.14	Dnajb12	1.00002335585921
ENSMUSG00000022383.14	Ppara	2.16067728192131
ENSMUSG00000035642.17	Aamdc	1.00821457706693
ENSMUSG00000033902.13	Mapkbp1	2.45700052958592
ENSMUSG00000038079.15	Tmem237	0.373521205154454
ENSMUSG00000020709.16	Adap2	2.47049866717655
ENSMUSG00000022797.17	Tfrc	2.19079320084032
ENSMUSG00000012187.14	Mogat1	0
ENSMUSG00000024747.4	Aldh1a7	0.783368007960986
ENSMUSG00000030515.10	Tarsl2	1.02478442495891
ENSMUSG00000070867.5	Trabd2b	3.26926809199429
ENSMUSG00000001632.17	Brpf1	1.32125014609336
ENSMUSG00000015852.14	Fcrls	0.973811915317895
ENSMUSG00000019577.7	Pdk4	4.1602058406531
ENSMUSG00000027465.14	Tbc1d20	1.13802272545121
ENSMUSG00000006021.6	Kptn	0.436247990048804
ENSMUSG00000031897.10	Psmb10	1.81189050664363
ENSMUSG00000069769.14	Msi2	1.40828786440319
ENSMUSG00000017188.4	Coa3	1.79021596578471
ENSMUSG00000073591.5	Pcdhb22	0.41492516328763
ENSMUSG00000035413.9	Tmem98	0.169050242059087
ENSMUSG00000032112.11	Trappc4	1.80141941698066
ENSMUSG00000041220.11	Elovl6	3.10711681202016
ENSMUSG00000051285.18	Pcmtd1	1.72795870939392
ENSMUSG00000079197.11	Psme2	1.00683898610652
ENSMUSG00000037876.18	Jmjd1c	1.41778180579269
ENSMUSG00000062901.4	Klhl24	1.30926334445065
ENSMUSG00000039100.11	Marchf6	1.30919983564806
ENSMUSG00000058833.12	Rex1bd	3.22655352169056
ENSMUSG00000072825.12	Cep170b	1.22734729348584
ENSMUSG00000029330.9	Cds1	0.330249483245106
ENSMUSG00000028339.18	Col15a1	2.7441446545968
ENSMUSG00000037210.17	Fam193a	0.857385428660246
ENSMUSG00000022723.17	Crybg3	0.869342080739106
ENSMUSG00000026888.15	Grb14	0.822191496355026
ENSMUSG00000027947.12	Il6ra	2.08781301702991
ENSMUSG00000024968.15	Rcor2	1.71104736576363
ENSMUSG00000035247.17	Hectd1	0.576628302287139
ENSMUSG00000032376.13	Usp3	1.77207940110264
ENSMUSG00000052934.15	Fbxo31	2.80399385364291
ENSMUSG00000064120.15	Mocs1	1.8669742475316
ENSMUSG00000039195.5	1110008P14Rik	2.58966102288912
ENSMUSG00000066440.6	Zfyve26	1.64719651231978
ENSMUSG00000026489.14	Coq8a	1.18959166198556
ENSMUSG00000033416.16	Gucd1	0.745801571159811
ENSMUSG00000070002.8	Ell	0.77220635361852
ENSMUSG00000021144.15	Mta1	1.30212341083419
ENSMUSG00000036478.9	Btg1	1.59082590954483
ENSMUSG00000041164.16	Zmiz2	0.0656825907145084
ENSMUSG00000059278.10	Naa38	1.35319015633416
ENSMUSG00000061143.16	Maml3	1.06199948776183
ENSMUSG00000041737.9	Tmem45b	0
ENSMUSG00000029185.15	Fam114a1	0
ENSMUSG00000064225.7	Paqr9	2.7667757702902
ENSMUSG00000038290.16	Smg6	1.17799520130095
ENSMUSG00000031812.17	Map1lc3b	1.06878489933773
ENSMUSG00000005161.16	Prdx2	0.632799428227542
ENSMUSG00000002546.18	Golga2	0.507818585354558
ENSMUSG00000001105.16	Ift20	1.80988184376745
ENSMUSG00000040043.18	Rbms2	0.776360377460201
ENSMUSG00000026154.5	Sdhaf4	0.674523561339958
ENSMUSG00000066232.5	Ipo7	0.0213707848452165
ENSMUSG00000038446.9	Cdc40	1.82962668118103
ENSMUSG00000029730.17	Mcm7	1.59211187679668
ENSMUSG00000028792.15	Ak2	1.37959954242911
ENSMUSG00000026672.12	Optn	1.40780471243454
ENSMUSG00000050762.6	Prss27	0.135001621115162
ENSMUSG00000045414.8	Dipk2a	0.509492496978246
ENSMUSG00000027014.15	Cwc22	0.810122912974911
ENSMUSG00000021559.15	Dapk1	0.510264684550898
ENSMUSG00000031683.17	Lsm6	1.61242951268676
ENSMUSG00000022528.9	Hes1	0.994686626823968
ENSMUSG00000021732.15	Fgf10	0.383050740084392
ENSMUSG00000008730.18	Hipk1	1.43018400402317
ENSMUSG00000027875.13	Hmgcs2	1.58741354108088
ENSMUSG00000040249.16	Lrp1	0.900986455236897
ENSMUSG00000072235.7	Tuba1a	1.3504602345274
ENSMUSG00000018923.14	Med11	1.45348204897932
ENSMUSG00000029458.15	Brap	0.381054489736875
ENSMUSG00000020277.11	Pfkl	1.93943137662627
ENSMUSG00000036613.9	Eipr1	1.80419777958912
ENSMUSG00000028910.13	Mecr	0.271365847828714
ENSMUSG00000036249.17	Rbm43	0.398437442659266
ENSMUSG00000029161.8	Cgref1	0.407557532078687
ENSMUSG00000073460.6	Pnldc1	0.144416478338317
ENSMUSG00000028737.16	Aldh4a1	1.32954026455822
ENSMUSG00000034059.15	Ypel4	1.35941200907929
ENSMUSG00000016637.8	Ift27	0.0539858680547415
ENSMUSG00000032294.18	Pkm	1.87401108781885
ENSMUSG00000008384.9	Sertad1	1.6071707158664
ENSMUSG00000021951.8	Eef1akmt1	2.49404195218382
ENSMUSG00000025347.5	Mettl7b	2.42895609018842
ENSMUSG00000007888.16	Crlf1	0.721429930475044
ENSMUSG00000028960.21	Ube4b	1.03012788329719
ENSMUSG00000030231.12	Plekha5	1.10945750914253
ENSMUSG00000031482.10	Slc25a15	1.01696970225169
ENSMUSG00000015804.15	Med28	0.906937785157059
ENSMUSG00000045268.14	Zfp691	0.925642835192689
ENSMUSG00000056493.10	Foxk1	1.58835944078689
ENSMUSG00000079317.11	Trappc2	0.837690796160169
ENSMUSG00000005674.10	Tomm40l	1.63247850332034
ENSMUSG00000030313.16	Dennd5b	1.31730974212632
ENSMUSG00000020227.11	Irak3	0.694213435247104
ENSMUSG00000023456.17	Tpi1	1.38679197896686
ENSMUSG00000020263.15	Appl2	1.76991910297626
ENSMUSG00000038967.14	Pdk2	2.44642427968618
ENSMUSG00000032300.8	1700017B05Rik	0.00741116164064203
ENSMUSG00000020363.7	Gfpt2	0.562556538638665
ENSMUSG00000024683.7	Mrpl16	1.60532798164995
ENSMUSG00000025939.20	Ube2w	0.576266936323687
ENSMUSG00000013921.16	Clip3	1.25876566999329
ENSMUSG00000021214.15	Akr1c18	0
ENSMUSG00000001657.8	Hoxc8	0.984426550312598
ENSMUSG00000041153.10	Osgin2	1.43137437719164
ENSMUSG00000017132.18	Cyth1	0.860100899134248
ENSMUSG00000024140.11	Epas1	0.879268146743701
ENSMUSG00000009013.6	Dynll1	1.162522393362
ENSMUSG00000033767.15	Tmem131l	1.22875111164706
ENSMUSG00000023977.16	Ubr2	1.79305075177633
ENSMUSG00000009092.6	Derl3	0.194260720415585
ENSMUSG00000022894.7	Adamts5	0.844528263660411
ENSMUSG00000032702.17	Kank1	1.74054623809334
ENSMUSG00000020955.10	Ap4s1	1.35313301933036
ENSMUSG00000025702.16	Marchf8	1.16356737787947
ENSMUSG00000048874.16	Phf3	0.946967798805311
ENSMUSG00000018076.13	Med13l	0.669517493853697
ENSMUSG00000036880.11	Acaa2	0
ENSMUSG00000036611.6	Eepd1	1.44666661134832
ENSMUSG00000055128.16	Cgrrf1	0.567492097060079
ENSMUSG00000020003.17	Pex7	0.0947662789102553
ENSMUSG00000025234.12	Arih1	0.56573505030958
ENSMUSG00000008035.13	Mid1ip1	1.82863241513281
ENSMUSG00000036208.14	Nepro	0.823635172796747
ENSMUSG00000074170.6	Plekhf1	1.1038598851973
ENSMUSG00000024395.10	Lims2	1.45413415869436
ENSMUSG00000002580.8	Mien1	1.85678048694995
ENSMUSG00000030889.15	Vwa3a	1.80144582359973
ENSMUSG00000058076.13	Sdhc	0.528348385868829
ENSMUSG00000042390.10	Gatad2b	0.959840832464013
ENSMUSG00000027961.8	Lrrc39	1.55799223000399
ENSMUSG00000038024.18	Dennd4c	1.7037000513611
ENSMUSG00000035948.14	Acss3	2.40469344171182
ENSMUSG00000028398.9	Dmac1	1.16414833823156
ENSMUSG00000021171.9	Esyt2	0.853794700147234
ENSMUSG00000030048.6	Gkn3	0.622956493760581
ENSMUSG00000026796.17	Niban2	1.38805313229698
ENSMUSG00000034424.6	Gcsh	1.10692487244913
ENSMUSG00000025981.14	Coq10b	0.407138164240904
ENSMUSG00000046985.12	Tapt1	1.43821071154555
ENSMUSG00000028776.15	Tinagl1	0.230252558946278
ENSMUSG00000050276.8	Mrgprg	1.23124159526984
ENSMUSG00000036564.18	Ndrg4	0
ENSMUSG00000045896.15	Paip2b	0.725640111108883
ENSMUSG00000101892.2	9130401M01Rik	1.12364723340977
ENSMUSG00000022707.17	Gbe1	1.78073518567333
ENSMUSG00000052738.15	Suclg1	0.621290394499175
ENSMUSG00000057137.10	Tmem140	1.82509923100944
ENSMUSG00000021750.17	Fam107a	2.58845810015733
ENSMUSG00000040524.10	Zfp609	0.787227731772529
ENSMUSG00000067377.13	Tspan6	0.219423533346196
ENSMUSG00000041801.6	Phlda3	3.39108750390571
ENSMUSG00000020472.15	Zkscan17	1.83343509380267
ENSMUSG00000040548.17	Tex2	0.145900310535061
ENSMUSG00000032715.10	Trib3	0.399980745904363
ENSMUSG00000069495.13	Epc2	0.918416838752102
ENSMUSG00000097187.2	Gm19426	1.38020522390209
ENSMUSG00000020220.17	Vps13d	0.620495354314017
ENSMUSG00000050052.13	Tdrp	0
ENSMUSG00000041115.17	Iqsec2	0.995538710669917
ENSMUSG00000026923.16	Notch1	3.1581837677182
ENSMUSG00000024194.17	Cuta	2.23555244076528
ENSMUSG00000028245.16	Nsmaf	1.03008346556533
ENSMUSG00000036534.7	Slc38a7	1.12157436252494
ENSMUSG00000026946.10	Nmi	0.711564254378465
ENSMUSG00000034612.8	Chst11	1.13895531040235
ENSMUSG00000014444.18	Piezo1	0.542564857893694
ENSMUSG00000033335.18	Dnm2	0.886155529224385
ENSMUSG00000074093.5	Svip	0
ENSMUSG00000022091.7	Sorbs3	0.610209324351049
ENSMUSG00000035476.10	Tab3	1.90838129809268
ENSMUSG00000096145.3	Vkorc1	0.262185792907457
ENSMUSG00000009863.15	Sdhb	0.604373016070207
ENSMUSG00000015120.16	Ube2i	0.479432606209037
ENSMUSG00000022558.17	Mroh1	1.19185408447417
ENSMUSG00000006378.16	Gcat	1.83898745029896
ENSMUSG00000006527.17	Sfmbt1	0.647348365370057
ENSMUSG00000035329.8	Fbxo33	1.12772457224895
ENSMUSG00000018217.13	Pmp22	0.452580898158467
ENSMUSG00000037440.9	Vnn1	1.86033034261722
ENSMUSG00000038793.9	Lefty1	0.924886940382847
ENSMUSG00000012428.10	Steap4	2.34053128600783
ENSMUSG00000032850.17	Rnft2	0.31923238998196
ENSMUSG00000058173.13	Smco4	1.43422179864529
ENSMUSG00000002068.17	Ccne1	0
ENSMUSG00000042622.15	Maff	0.235136785888096
ENSMUSG00000059263.10	Usp47	0.164534619869401
ENSMUSG00000002968.10	Med25	0.416099608878813
ENSMUSG00000023067.15	Cdkn1a	0
ENSMUSG00000038949.9	Cnst	0.630911289456003
ENSMUSG00000029311.17	Hsd17b11	1.38315060869219
ENSMUSG00000023852.15	Chd1	1.43253660059429
ENSMUSG00000021748.10	Pdhb	1.64802016718186
ENSMUSG00000078515.5	Ddi2	0.531899752821393
ENSMUSG00000037060.4	Cavin3	2.36043486980462
ENSMUSG00000034981.10	Parm1	1.54677540606601
ENSMUSG00000040740.8	Slc25a34	0.365900771036123
ENSMUSG00000001472.18	Tcf25	0.667967237553885
ENSMUSG00000002083.14	Bbc3	0.440634339933991
ENSMUSG00000018372.14	Cep95	1.09473639357009
ENSMUSG00000028982.10	Slc25a33	0.808946970495042
ENSMUSG00000028647.14	Mycbp	1.19351905946074
ENSMUSG00000063524.14	Eno1	2.01191227863095
ENSMUSG00000046949.17	Nqo2	0.856041686885695
ENSMUSG00000032557.14	Uba5	0.951078202439459
ENSMUSG00000070509.16	Rgma	1.26425053162404
ENSMUSG00000059708.13	Akap17b	0.862200339635378
ENSMUSG00000063179.14	Pstk	0.523367530329972
ENSMUSG00000028760.17	Eif4g3	0.0193718499012287
ENSMUSG00000028862.7	Map3k6	1.58087536054012
ENSMUSG00000035121.7	Neil2	1.51237228557292
ENSMUSG00000054823.18	Nsd3	0.910801838276788
ENSMUSG00000020937.15	Plcd3	0.426072815127428
ENSMUSG00000005198.16	Polr2a	1.01082209746423
ENSMUSG00000022587.15	Ly6e	0.564514135066555
ENSMUSG00000021366.9	Hivep1	1.47623005619661
ENSMUSG00000014551.9	Mrps25	1.24171576811223
ENSMUSG00000025780.8	Itih5	2.08769210551843
ENSMUSG00000037348.16	Paqr7	0.998213419244007
ENSMUSG00000024601.10	Isoc1	0
ENSMUSG00000002413.16	Braf	1.3849582305558
ENSMUSG00000021772.16	Nkiras1	0.950682668053525
ENSMUSG00000028917.15	Plekhm2	0.487564102675192
ENSMUSG00000022217.15	Emc9	0.0436340254304543
ENSMUSG00000036513.16	Commd2	1.38961704661784
ENSMUSG00000025933.16	Tmem14a	0.115729216883584
ENSMUSG00000117924.2	Tmem223	0.918843635972939
ENSMUSG00000022283.16	Pabpc1	0.192246929155678
ENSMUSG00000041773.9	Enc1	0.20367262485769
ENSMUSG00000025241.17	Fyco1	1.7156403738844
ENSMUSG00000029195.11	Klb	0.604251637674636
ENSMUSG00000005873.7	Reep5	1.03149040243681
ENSMUSG00000031214.14	Ophn1	1.42494369759131
ENSMUSG00000021902.8	Phf7	0.847867364245493
ENSMUSG00000056133.6	Unc93a2	3.89642823546322
ENSMUSG00000071604.6	Fam189a2	0.959981816978537
ENSMUSG00000058297.17	Spock2	0.472619653153615
ENSMUSG00000037697.20	Ddhd1	0.553955813688414
ENSMUSG00000022452.17	Smdt1	0.796685338487216
ENSMUSG00000031821.12	Gins2	0
ENSMUSG00000106918.4	Mrpl33	1.39270487775427
ENSMUSG00000027166.15	Dnajc24	0.889571075364074
ENSMUSG00000026074.16	Map4k4	0
ENSMUSG00000070476.11	Fam217b	1.38956888474591
ENSMUSG00000022439.10	Parvg	0.452556822918921
ENSMUSG00000031858.17	Mau2	1.05299632769445
ENSMUSG00000063229.16	Ldha	1.70453363061131
ENSMUSG00000027597.16	Ahcy	0.1050861761296
ENSMUSG00000022370.14	Mrpl13	1.2085929105832
ENSMUSG00000022270.17	Retreg1	0.876958859625852
ENSMUSG00000059734.8	Ndufs8	0.650607906621804
ENSMUSG00000025381.4	Cnpy2	0.414215323961808
ENSMUSG00000070284.11	Gmppb	1.87304711933744
ENSMUSG00000064215.14	Ifi27	0.202723572443997
ENSMUSG00000021186.10	Fbln5	1.27851789661646
ENSMUSG00000028479.19	Gne	1.35305835154509
ENSMUSG00000036528.17	Ppfibp2	0.859756539814995
ENSMUSG00000029851.6	Tcaf2	0.124401668373562
ENSMUSG00000020827.19	Mink1	0.65166432733768
ENSMUSG00000026032.9	Ndufb3	0.905394137443969
ENSMUSG00000035686.9	Thrsp	3.9028793568982
ENSMUSG00000021371.6	Mcur1	0.890017362591869
ENSMUSG00000025423.17	Pias2	1.05555392934245
ENSMUSG00000046491.11	C1qtnf2	0.40238763740773
ENSMUSG00000004945.16	Tmem242	0.117777420346899
ENSMUSG00000005718.9	Tfap4	1.92844935616632
ENSMUSG00000000811.15	Txnrd3	0
ENSMUSG00000068921.15	Dap3	0.890200678935807
ENSMUSG00000022314.11	Rad21	1.26781954050531
ENSMUSG00000030935.16	Acsm3	2.18936736152374
ENSMUSG00000042834.16	Nrep	1.87187549999457
ENSMUSG00000003948.18	Mmd	0.804955491316339
ENSMUSG00000004508.7	Gab2	1.10732652765456
ENSMUSG00000034853.17	Acot11	2.01847803633616
ENSMUSG00000038393.15	Txnip	1.78811618956398
ENSMUSG00000038429.11	Usp5	1.18752726863678
ENSMUSG00000030269.15	Mtmr14	1.56716028447438
ENSMUSG00000026655.16	Fam107b	0.106078632569063
ENSMUSG00000003814.9	Calr	1.64327185957975
ENSMUSG00000057054.12	Inca1	1.685566222079
ENSMUSG00000079487.12	Med12	2.15947837742547
ENSMUSG00000070394.11	Tmem256	1.76797612135966
ENSMUSG00000046139.9	Patl1	0.283910245411314
ENSMUSG00000021846.10	Peli2	1.53933996466465
ENSMUSG00000055235.12	Wdr86	0.751151217217366
ENSMUSG00000004610.5	Etfb	1.15210720349986
ENSMUSG00000030613.14	Ccdc90b	0
ENSMUSG00000030104.10	Edem1	0.70818111576046
ENSMUSG00000046031.8	Calhm6	1.25511645973875
ENSMUSG00000072676.13	Tmem254a	1.86125362042933
ENSMUSG00000020634.13	Ubxn2a	0.300450283990766
ENSMUSG00000023832.15	Acat2	2.27350927139369
ENSMUSG00000040725.14	Hnrnpul1	0.466646753163941
ENSMUSG00000051748.3	Wfdc21	2.07098556325992
ENSMUSG00000036751.8	Cox6b1	0.967243174406209
ENSMUSG00000021957.8	Tkt	1.86146216551724
ENSMUSG00000081058.6	H3c15	2.93896672013031
ENSMUSG00000008575.18	Nfib	0.466325526704102
ENSMUSG00000023094.15	Msrb2	1.16204504881958
ENSMUSG00000030924.17	Rexo5	1.96057165007343
ENSMUSG00000048706.4	Lurap1l	0.210639779349231
ENSMUSG00000029438.10	Bcl7a	1.50661758882937
ENSMUSG00000066892.15	Fbxl12	1.57776458932988
ENSMUSG00000033885.16	Pxk	1.1160996541106
ENSMUSG00000021379.3	Id4	1.03560536856962
ENSMUSG00000025140.16	Pycr1	0.182551123932247
ENSMUSG00000040269.6	Mrps28	1.24612716477176
ENSMUSG00000024981.7	Acsl5	1.02578704530191
ENSMUSG00000032193.10	Ldlr	1.95269510222658
ENSMUSG00000037601.12	Nme1	3.43582695453357
ENSMUSG00000039671.19	Zmynd8	0.676924647784768
ENSMUSG00000051579.11	Tceal8	1.12290256031052
ENSMUSG00000038259.5	Gdf5	0.937488078621245
ENSMUSG00000078566.9	Bnip3	1.67048023538616
ENSMUSG00000018861.9	Fdxr	0.350108500840169
ENSMUSG00000031217.9	Efnb1	0
ENSMUSG00000030147.13	Clec4b1	1.28879224869287
ENSMUSG00000005534.11	Insr	1.34613112149087
ENSMUSG00000037949.9	Ano10	0.890245052332207
ENSMUSG00000037608.17	Bclaf1	1.21468203705774
ENSMUSG00000019975.13	Ikbip	0.13424742241212
ENSMUSG00000022485.4	Hoxc5	1.56419879869345
ENSMUSG00000068220.7	Lgals1	0.408531477071517
ENSMUSG00000037251.6	Pomk	1.22291206058798
ENSMUSG00000041729.16	Coro2b	0.895936657734474
