Geneid	Symbol	Aged_GElaS
ENSMUSG00000022051.16	Bnip3l	0.0577361350126782
ENSMUSG00000022837.15	Iqcb1	0.624742118989491
ENSMUSG00000050103.19	Agmo	0.363391793948134
ENSMUSG00000032633.13	Flcn	0.366768953880733
ENSMUSG00000025817.13	Nudt5	0.408924833379941
ENSMUSG00000038429.11	Usp5	0.163935184589926
ENSMUSG00000026109.15	Tmeff2	0.402503439283509
ENSMUSG00000002504.16	Slc9a3r2	0
ENSMUSG00000078429.10	Ctdsp2	0.461790437015447
ENSMUSG00000052392.6	Acot4	1.60116667163011
ENSMUSG00000019883.12	Echdc1	0
ENSMUSG00000058655.10	Eif4b	0.537607234126721
ENSMUSG00000034614.15	Pik3ip1	0.18841432700271
ENSMUSG00000045441.6	Gprin3	2.21646424273359
ENSMUSG00000026104.15	Stat1	0.276354383606902
ENSMUSG00000070730.12	Rmdn3	0.181127866205766
ENSMUSG00000038446.9	Cdc40	0.675628295769941
ENSMUSG00000022385.12	Gtse1	0.2462953321076
ENSMUSG00000027879.10	Sec22b	0.270994544519886
ENSMUSG00000031232.18	Magt1	0.181201209048744
ENSMUSG00000026623.17	Lpgat1	0
ENSMUSG00000028133.18	Rwdd3	1.15364568755046
ENSMUSG00000032309.16	Fbxo22	0.259228345919578
ENSMUSG00000032850.17	Rnft2	0
ENSMUSG00000005674.10	Tomm40l	0.673579834342601
ENSMUSG00000028156.13	Eif4e	0.259643757688571
ENSMUSG00000038412.9	Higd1a	0.634296275017484
ENSMUSG00000035121.7	Neil2	1.01173566025343
ENSMUSG00000074794.11	Arrdc3	2.13362361706427
ENSMUSG00000021048.8	Mthfd1	0.041447752720947
ENSMUSG00000063229.16	Ldha	0.427294691784217
ENSMUSG00000020538.16	Srebf1	1.36439686709223
ENSMUSG00000032126.17	Hmbs	0.816878853494754
ENSMUSG00000001482.16	Def8	0.0120426249136934
ENSMUSG00000011306.8	Sugp1	0.448477911100377
ENSMUSG00000019929.17	Dcn	0.335067707312192
ENSMUSG00000029311.17	Hsd17b11	0.203135757200673
ENSMUSG00000064127.14	Med14	1.00530079275714
ENSMUSG00000014158.13	Trpv4	0.101636485431573
ENSMUSG00000050549.9	Fam241a	0.960181921099777
ENSMUSG00000029370.11	Rassf6	0.191897111983319
ENSMUSG00000028690.5	Mmachc	0.0889847636128626
ENSMUSG00000020464.16	Pnpt1	0.0280485840904973
ENSMUSG00000038302.15	Afg1l	0.13024363994257
ENSMUSG00000032006.16	Pdgfd	0.319283473865353
ENSMUSG00000024165.10	Jpt2	0.271221052142182
ENSMUSG00000051225.10	Fam83a	0.817817257996465
ENSMUSG00000025268.16	Maged2	0.263858019452428
ENSMUSG00000031985.10	Gnpat	0.0706712795914545
ENSMUSG00000019989.9	Enpp3	0.192678525553755
ENSMUSG00000044068.8	Zrsr1	0.484998251285506
ENSMUSG00000028826.15	Maco1	0.19069532517964
ENSMUSG00000021666.17	Gfm2	0.0916282726771994
ENSMUSG00000027357.17	Crls1	0.941567452279455
ENSMUSG00000036613.9	Eipr1	0.382165948378411
ENSMUSG00000020520.15	Galnt10	0.789578016846986
ENSMUSG00000031432.4	Prps1	0.308742675528744
ENSMUSG00000000184.13	Ccnd2	1.2028610252678
ENSMUSG00000028044.7	Cks1b	0.922739411859934
ENSMUSG00000023832.15	Acat2	1.22690517577959
ENSMUSG00000031864.17	Ints10	0.213454448876547
ENSMUSG00000021427.11	Ssr1	0.0103192704566051
ENSMUSG00000089901.2	Gm8113	1.10459039054401
ENSMUSG00000024150.13	Mcfd2	0.208906475557244
ENSMUSG00000037669.16	Ldah	0.152764039329687
ENSMUSG00000058446.15	Znrf2	0.128585983643498
ENSMUSG00000023456.17	Tpi1	0.192259136794445
ENSMUSG00000031309.16	Rps6ka3	0
ENSMUSG00000052833.10	Sae1	0.207520382625655
ENSMUSG00000045094.9	Arhgef37	0.0908726587310761
ENSMUSG00000034863.10	Ano8	0.106479627967322
ENSMUSG00000045795.11	Whamm	0.616367356327531
ENSMUSG00000027074.15	Slc43a3	0.285532085997943
ENSMUSG00000048489.13	Depp1	0.765718967062735
ENSMUSG00000016487.16	Ppfibp1	0.813879276791729
ENSMUSG00000032458.7	Copb2	0.00648387076653872
ENSMUSG00000046312.5	Myorg	1.52346535766331
ENSMUSG00000039037.6	St6galnac5	1.57946979426617
ENSMUSG00000010914.11	Pdhx	0.370715279908539
ENSMUSG00000052229.6	Gpr17	0
ENSMUSG00000012428.10	Steap4	1.24153946903653
ENSMUSG00000026748.14	Plxdc2	0.315715184134022
ENSMUSG00000090935.11	Synj2bp	0.0624694061160883
ENSMUSG00000046215.4	Rprml	0.562403803967372
ENSMUSG00000037709.14	Fam13a	2.53490785596289
ENSMUSG00000020088.11	Sar1a	0.205558078833859
ENSMUSG00000039988.15	Ankrd13c	0.0402754002254477
ENSMUSG00000034083.17	Ccdc174	0.641306740049524
ENSMUSG00000005952.16	Trpv1	0.052348700563515
ENSMUSG00000026172.13	Bcs1l	0.655112452383009
ENSMUSG00000049225.15	Pdp1	0.610211300564431
ENSMUSG00000059142.17	Zfp945	0.525739034495766
ENSMUSG00000014867.10	Surf4	0.167465799281647
ENSMUSG00000047632.12	Fgfbp3	1.22936004453121
ENSMUSG00000032342.14	Mto1	0.169360756382903
ENSMUSG00000041124.12	Msantd4	0.0867602446137828
ENSMUSG00000029767.17	Calu	0
ENSMUSG00000031967.16	Afg3l1	0
ENSMUSG00000018143.11	Mafk	1.15935812933556
ENSMUSG00000035575.12	Utp6	0
ENSMUSG00000003032.9	Klf4	1.02129679029426
ENSMUSG00000062822.9	4833420G17Rik	0.441725431989186
ENSMUSG00000024007.16	Ppil1	0.68221702163197
ENSMUSG00000030796.18	Tead2	0
ENSMUSG00000003477.6	Inmt	0
ENSMUSG00000039849.7	Pcif1	0.12812572481443
ENSMUSG00000039903.19	Eva1c	0.333558406145447
ENSMUSG00000029701.16	Rbm28	1.64096928903677
ENSMUSG00000027774.17	Gfm1	0
ENSMUSG00000033159.15	Cnppd1	0.223162998209158
ENSMUSG00000030614.9	Tmem126b	0.129498445418228
ENSMUSG00000047635.7	2810006K23Rik	0.12071692678043
ENSMUSG00000028134.12	Ptbp2	0.683087451221653
ENSMUSG00000064225.7	Paqr9	1.23279074151242
ENSMUSG00000032459.10	Mrps22	0.488701924952736
ENSMUSG00000024955.16	Esrra	0.617192654160895
ENSMUSG00000027001.11	Dusp19	0.182048002107469
ENSMUSG00000044018.4	Mrpl50	0.185678732172867
ENSMUSG00000025340.15	Rabgef1	0.523191614522565
ENSMUSG00000029778.13	Adcyap1r1	1.1179480999061
ENSMUSG00000004567.17	Mcoln1	0.275170501814693
ENSMUSG00000028104.15	Polr3gl	0.0865049952072015
ENSMUSG00000057469.9	E2f6	0.826408415261202
ENSMUSG00000020130.10	Tbc1d15	0.848411349530922
ENSMUSG00000048368.10	Omd	0.905558158497414
ENSMUSG00000022546.6	Gpt	0.135693747039691
ENSMUSG00000038393.15	Txnip	1.18989971732068
ENSMUSG00000020427.12	Igfbp3	0.476611219419514
ENSMUSG00000030254.17	Rad18	0.97515769347407
ENSMUSG00000018800.15	Abca5	1.01168375545018
ENSMUSG00000024529.15	Lox	1.61894168043483
ENSMUSG00000020513.16	Tubd1	0.772077054110917
ENSMUSG00000058704.10	Memo1	0.58134187305282
ENSMUSG00000060961.17	Slc4a4	1.06422893217098
ENSMUSG00000020277.11	Pfkl	0.436012696717724
ENSMUSG00000026554.16	Dcaf8	0.426681052833709
ENSMUSG00000061143.16	Maml3	0.419533968961039
ENSMUSG00000010721.16	Lmbr1	0.616206881700984
ENSMUSG00000020839.17	Tmigd1	0.162165935632552
ENSMUSG00000029283.18	Cdc7	0.32144480765897
ENSMUSG00000014418.17	Hps5	0
ENSMUSG00000018415.15	Gid4	0
ENSMUSG00000073838.11	Tufm	0.244710320608231
ENSMUSG00000021711.18	Trappc13	0.438985979042387
ENSMUSG00000035311.17	Gnptab	0.213199859181117
ENSMUSG00000030747.6	Dgat2	3.37621243983533
ENSMUSG00000026042.17	Col5a2	0
ENSMUSG00000020864.14	Ankrd40	0.453505844733485
ENSMUSG00000044338.10	Aplnr	2.2846913045708
ENSMUSG00000037062.14	Sh3glb1	0.202723014686516
ENSMUSG00000021877.13	Arf4	0.202299414030892
ENSMUSG00000074604.10	Mgst2	0.424893211783292
ENSMUSG00000064105.14	Cnnm2	0.133536034336018
ENSMUSG00000031960.15	Aars	0.145081335383591
ENSMUSG00000047638.16	Nr1h4	0.942551362375533
ENSMUSG00000004837.3	Grap	0
ENSMUSG00000021876.16	Rnase4	0.328288188066837
ENSMUSG00000030562.18	Nox4	0.375223490377691
ENSMUSG00000030881.16	Arfip2	0.484229133860722
ENSMUSG00000025324.9	Atp10a	0.331734889995286
ENSMUSG00000030967.16	Zranb1	0.548507539884177
ENSMUSG00000017715.12	Pgs1	0.621850833858253
ENSMUSG00000035367.10	Rmi1	0.123877665729702
ENSMUSG00000029575.18	Mmab	0
ENSMUSG00000001424.15	Snd1	0.159587590278767
ENSMUSG00000020361.14	Hspa4	0.431916299554189
ENSMUSG00000060572.18	Mfap2	0
ENSMUSG00000022412.15	Mief1	0.275793365967763
ENSMUSG00000041653.6	Pnpla3	0.385336607669467
ENSMUSG00000029413.15	Naaa	0
ENSMUSG00000028167.16	Bdh2	0.380309622375263
ENSMUSG00000064289.16	Tank	0
ENSMUSG00000042599.9	Kdm7a	1.05454716259785
ENSMUSG00000000838.18	Fmr1	0
ENSMUSG00000041679.10	Lrrc29	1.20107134500052
ENSMUSG00000019970.16	Sgk1	1.56458188415334
ENSMUSG00000027589.15	Pcmtd2	0.543398832463007
ENSMUSG00000070547.5	Mrgprb1	0.100605701724879
ENSMUSG00000041775.8	Mapk1ip1	0.192045513048767
ENSMUSG00000028961.16	Pgd	0.563935362411145
ENSMUSG00000029447.14	Cct6a	0.397616456241905
ENSMUSG00000039759.11	Thap3	0.205468402932906
ENSMUSG00000032641.19	Gpr19	0.246462329914939
ENSMUSG00000028776.15	Tinagl1	0.0215041311010832
ENSMUSG00000087679.3	Tmem250-ps	0.127359735099247
ENSMUSG00000090150.11	Acad11	0.84304155155212
ENSMUSG00000046985.12	Tapt1	0.765827384073551
ENSMUSG00000024640.10	Psat1	0.0586786622920107
ENSMUSG00000027184.15	Caprin1	0.158687194394672
ENSMUSG00000072676.13	Tmem254a	0.220946369497108
ENSMUSG00000006442.11	Srm	0.842921318457346
ENSMUSG00000004846.11	Plod3	0.382689998056267
ENSMUSG00000023031.9	Cela1	0.178640863238853
ENSMUSG00000026313.17	Hdac4	0.366653192759099
ENSMUSG00000040356.17	Skiv2l	0.0706540779271069
ENSMUSG00000090622.2	A930033H14Rik	0.820753585123154
ENSMUSG00000019564.13	Arid3a	0.594706325230328
ENSMUSG00000000028.16	Cdc45	0.193532785795381
ENSMUSG00000053774.10	Ubxn7	0.45638708056715
ENSMUSG00000096696.2	Zfp960	0.38484112886593
ENSMUSG00000023963.11	Cyp39a1	0.0551526109745275
ENSMUSG00000034165.17	Ccnd3	0.68344246940116
ENSMUSG00000024544.10	Ldlrad4	0.539061993872678
ENSMUSG00000070476.11	Fam217b	1.10794901073284
ENSMUSG00000001082.13	Mfsd10	0
ENSMUSG00000024579.8	Pcyox1l	0.477738185668327
ENSMUSG00000025578.10	Cbx8	0.808132088824218
ENSMUSG00000037762.7	Slc16a9	0.855061260654904
ENSMUSG00000028245.16	Nsmaf	0.32673048097865
ENSMUSG00000027281.17	Slx4ip	0
ENSMUSG00000027259.16	Adal	0.160800592656548
ENSMUSG00000020604.14	Arsg	0.730839101688641
ENSMUSG00000027219.14	Slc28a2	0.300204262869159
ENSMUSG00000067586.5	S1pr3	0.510518837295408
ENSMUSG00000025586.18	Cpeb1	0.168877629223561
ENSMUSG00000005299.7	Letm1	0.0180417665761679
ENSMUSG00000010830.9	Kdelr3	0.322116684602867
ENSMUSG00000028121.9	Bcar3	0
ENSMUSG00000003814.9	Calr	0.362029537849393
ENSMUSG00000002068.17	Ccne1	0
ENSMUSG00000040263.17	Klhdc4	0.185981142369004
ENSMUSG00000038695.14	Josd2	0.581237833529767
ENSMUSG00000028085.13	Gatb	0.0532095658951022
ENSMUSG00000056851.15	Pcbp2	0.0317590561472801
ENSMUSG00000047989.12	Ino80c	0
ENSMUSG00000022035.7	Ccdc25	0.0957503735077535
ENSMUSG00000026864.14	Hspa5	0.537311101191044
ENSMUSG00000030790.16	Adm	0.478134232472831
ENSMUSG00000037440.9	Vnn1	0.35786123330022
ENSMUSG00000019854.18	Reps1	0.420996359406719
ENSMUSG00000030889.15	Vwa3a	1.39796878248441
ENSMUSG00000037434.8	Slc30a1	0.690799542827799
ENSMUSG00000030298.11	Sec13	0.384589298707495
ENSMUSG00000032192.10	Gnb5	0.503757201386259
ENSMUSG00000051950.11	B3glct	0.0473284663792652
ENSMUSG00000019577.7	Pdk4	3.00790486247459
ENSMUSG00000024173.12	Tpsab1	0.211612323678506
ENSMUSG00000024842.9	Cabp4	0.393165488996833
ENSMUSG00000010554.15	Mettl16	0.609604462131759
ENSMUSG00000051705.14	Senp8	0.118296510137184
ENSMUSG00000029832.17	Nfe2l3	1.1588550712487
ENSMUSG00000020869.9	Lrrc59	0.71163284467394
ENSMUSG00000010277.8	2610507B11Rik	0
ENSMUSG00000032656.15	Marchf3	0.118759280962047
ENSMUSG00000024777.11	Ppp2r5b	0.707905316376937
ENSMUSG00000042426.7	Dhx29	0.179381926760048
ENSMUSG00000022636.14	Alcam	0.084799320871354
ENSMUSG00000056999.17	Ide	0.769101564270037
ENSMUSG00000041592.17	Sdk2	0.647768446253822
ENSMUSG00000025648.19	Pfkfb4	0.207673342601008
ENSMUSG00000026617.17	Bpnt1	0.110893024553668
ENSMUSG00000030407.3	Qpctl	0.211553521507046
ENSMUSG00000025509.16	Pnpla2	0.0204567319737675
ENSMUSG00000056973.7	Ces1d	0.253654039220745
ENSMUSG00000078861.9	Zfp931	0.171022936119319
ENSMUSG00000026374.15	Tsn	0.0277721404562977
ENSMUSG00000020150.14	Gamt	0.556436803155668
ENSMUSG00000042628.9	Zfyve1	0.392427313222244
ENSMUSG00000023885.10	Thbs2	0.770822804498108
ENSMUSG00000041995.9	Zbed3	0.64966383338566
ENSMUSG00000027947.12	Il6ra	0.554718955384489
ENSMUSG00000016757.12	Ttll12	0.474750766571715
ENSMUSG00000026036.18	Nif3l1	0.548789644361368
ENSMUSG00000042851.18	Zc3h6	1.00634519227684
ENSMUSG00000025871.19	4833439L19Rik	0.126391760236258
ENSMUSG00000021395.12	Spin1	0.453232387077648
ENSMUSG00000037138.19	Aff3	0.580999583862488
ENSMUSG00000024993.16	Dennd10	0
ENSMUSG00000020349.5	Ppp2ca	0.110385793085042
ENSMUSG00000057054.12	Inca1	0.165197419137151
ENSMUSG00000006675.11	P4htm	0.261848481059643
ENSMUSG00000028641.17	P3h1	0.0012438170484615
ENSMUSG00000038569.14	Rad9b	0.284094877726158
ENSMUSG00000035385.6	Ccl2	0.684164598781865
ENSMUSG00000035704.18	Alg8	0.190013258602825
ENSMUSG00000041777.13	Cir1	0.600240733460421
ENSMUSG00000055737.13	Ghr	0.0538885676747476
ENSMUSG00000041079.13	Rwdd2b	0.258719206311895
ENSMUSG00000022540.17	Rogdi	0
ENSMUSG00000024395.10	Lims2	0.0828934064401571
ENSMUSG00000025140.16	Pycr1	0.127544043768768
ENSMUSG00000007564.16	Ppp2r1a	0.337189931500534
ENSMUSG00000038007.15	Acer2	0.440422154846617
ENSMUSG00000017309.12	Cd300lg	0.167165523720243
ENSMUSG00000019897.9	Ccdc59	0.23379501340186
ENSMUSG00000030245.11	Golt1b	0.168201589802846
ENSMUSG00000029484.13	Anxa3	0.193878023850602
ENSMUSG00000026709.11	Dars2	0
ENSMUSG00000049999.5	Ppp1r3d	1.04001086086647
ENSMUSG00000036502.15	Tmem255a	0.718725304909564
ENSMUSG00000030613.14	Ccdc90b	0.100962173584184
ENSMUSG00000020527.15	Myo19	0.314118883255505
ENSMUSG00000031808.8	Slc27a1	0.858463412596838
ENSMUSG00000001036.18	Epn2	0.16612118040053
ENSMUSG00000039515.12	Ptpa	0.161696678218413
ENSMUSG00000033102.16	Cdc14b	0.841144462213996
ENSMUSG00000026070.16	Il18r1	0.721005537715277
ENSMUSG00000030826.20	Bcat2	0.554949857571842
ENSMUSG00000021759.15	Plpp1	0.408635756584117
ENSMUSG00000022124.16	Fbxl3	0.468569944071016
ENSMUSG00000026833.19	Olfm1	0
ENSMUSG00000078546.9	Zfp995	0.475654919446193
ENSMUSG00000032376.13	Usp3	0.378214041591809
ENSMUSG00000030446.18	Zfp273	0.379488602110773
ENSMUSG00000066361.4	Serpina3c	0.00206514099591463
ENSMUSG00000031925.18	Maml2	0.595179417778336
ENSMUSG00000021614.17	Vcan	0
ENSMUSG00000003721.15	Insig2	0.663672511663613
ENSMUSG00000040557.15	Mettl27	0.740601749657592
ENSMUSG00000027810.15	Eif2a	0.215905646460433
ENSMUSG00000079559.6	Colca2	0.253274572934748
ENSMUSG00000041939.15	Mvk	0.180351592938
ENSMUSG00000026333.15	Gin1	0.0688495856290988
ENSMUSG00000032115.15	Hyou1	0.469135651408236
ENSMUSG00000031379.14	Pir	0.148973248333491
ENSMUSG00000031422.17	Morf4l2	0.187971618258738
ENSMUSG00000053470.14	Kdm3a	0.657153455928614
ENSMUSG00000014496.9	Ankrd28	0.65575082703029
ENSMUSG00000021037.8	Ahsa1	0.647382890038098
ENSMUSG00000041741.11	Pde3a	0.658791860327332
ENSMUSG00000044788.11	Fads6	1.03656060445664
ENSMUSG00000044749.14	Abca6	0.872983796878146
ENSMUSG00000012535.15	Tnpo3	0
ENSMUSG00000056133.6	Unc93a2	1.31824526890951
ENSMUSG00000052406.15	Rexo4	0.118834505077149
ENSMUSG00000020116.8	Pno1	0.578914937449148
ENSMUSG00000024966.10	Stip1	0.699453836305591
ENSMUSG00000029438.10	Bcl7a	0.733678999498604
ENSMUSG00000006818.6	Sod2	0.144518503596494
ENSMUSG00000027314.7	Dll4	1.48763238308572
ENSMUSG00000031880.8	Rrad	0.376174149435876
ENSMUSG00000022270.17	Retreg1	0.349447179012047
ENSMUSG00000036646.14	Man1b1	0.0697052760134058
ENSMUSG00000056498.14	Tmem154	0.096828297410742
ENSMUSG00000021411.17	Pxdc1	0.403817093597635
ENSMUSG00000020288.14	Ahsa2	0.666871631820418
ENSMUSG00000071656.8	Lrrn4cl	0.332043481734744
ENSMUSG00000024592.16	C330018D20Rik	0.0397083848356184
ENSMUSG00000031095.16	Cul4b	0.417569193385817
ENSMUSG00000051367.9	Six1	0.739419746856321
ENSMUSG00000025158.8	Rfng	0.280435073869029
ENSMUSG00000004637.16	Wwox	0.396128767764209
ENSMUSG00000020547.6	Bzw2	0.527702420854036
ENSMUSG00000015837.16	Sqstm1	0.0746753870445114
ENSMUSG00000071533.12	Pcnp	0
ENSMUSG00000035960.15	Apex1	0.204532865686395
ENSMUSG00000028339.18	Col15a1	0
ENSMUSG00000022325.15	Pop1	0.0326352982798271
ENSMUSG00000028158.15	Mttp	0.379740055277941
ENSMUSG00000018537.17	Pcgf2	0.447200742482054
ENSMUSG00000025316.17	Banp	0.731874669321512
ENSMUSG00000025337.11	Sbds	0.1043853917581
ENSMUSG00000031214.14	Ophn1	0.514844909382487
ENSMUSG00000039879.10	Heca	0.55512446463832
ENSMUSG00000074771.11	Ankef1	0.221089674459079
ENSMUSG00000024135.11	Srbd1	0
ENSMUSG00000053411.17	Cbx7	0.43443964894531
ENSMUSG00000078671.12	Chd2	0.778252064000815
ENSMUSG00000067194.7	Eif1ax	0.396951314101574
ENSMUSG00000028551.15	Cdkn2c	0.512578952017787
ENSMUSG00000079555.3	Haus3	0.0615572294542136
ENSMUSG00000024807.19	Syvn1	0.102184530558469
ENSMUSG00000001627.13	Ifrd1	0.700506396295274
ENSMUSG00000036534.7	Slc38a7	0.143115369138146
ENSMUSG00000018740.15	Slc25a35	0.59876103856823
ENSMUSG00000031821.12	Gins2	0
ENSMUSG00000025993.11	Slc40a1	0.0617932681566546
ENSMUSG00000030313.16	Dennd5b	0.636404721420307
ENSMUSG00000024985.21	Tcf7l2	0.669267784182725
ENSMUSG00000040550.18	Otud6b	0.0582843496041435
ENSMUSG00000024413.15	Npc1	0.397309176788479
ENSMUSG00000027599.10	Armc1	0.171006170685363
ENSMUSG00000027513.12	Pck1	0.744570242557388
ENSMUSG00000071632.11	2510002D24Rik	0.0534281865317782
ENSMUSG00000070284.11	Gmppb	0.464271178014195
ENSMUSG00000060862.11	Zbtb40	0.520678942722071
ENSMUSG00000030094.9	Xpc	0.521200148335945
ENSMUSG00000022962.16	Gart	0.316092444156383
ENSMUSG00000029009.18	Mthfr	0.684687098574756
ENSMUSG00000020614.14	Fam20a	0
ENSMUSG00000051146.4	Camk2n2	0.323851854236737
ENSMUSG00000035372.3	1810055G02Rik	0.559837843240637
ENSMUSG00000070867.5	Trabd2b	0.941907497206181
ENSMUSG00000025962.16	Fastkd2	0.20083541227803
ENSMUSG00000007812.17	Zfp655	0.591347687635301
ENSMUSG00000078869.3	Gm14409	0
ENSMUSG00000033863.3	Klf9	0.559441771572371
ENSMUSG00000023805.18	Synj2	0.220831526338867
ENSMUSG00000052155.6	Acvr2a	0.643130806660291
ENSMUSG00000029482.5	Aacs	1.15221600778372
ENSMUSG00000016253.13	Nelfcd	0.286107078578527
ENSMUSG00000027803.15	Wwtr1	0.567557521883172
ENSMUSG00000028614.15	Ndc1	0
ENSMUSG00000001755.13	Coasy	0.190933674190188
ENSMUSG00000023938.9	Aars2	0.0836829256238493
ENSMUSG00000067878.14	Map7d3	0.276386548636369
ENSMUSG00000025225.16	Nfkb2	0.082435658657127
ENSMUSG00000028557.11	Rnf11	0
ENSMUSG00000025728.17	Pigq	0.0512394635080912
ENSMUSG00000001983.8	Taco1	0.24016190082968
ENSMUSG00000090394.9	4930523C07Rik	0.413546094724514
